data,B6D2F1,BXD1,BXD11,BXD11TY,BXD12,BXD13,BXD14,BXD15,BXD16,BXD19,BXD2,BXD21,BXD23,BXD24,BXD28,BXD29,BXD31,BXD32,BXD33,BXD34,BXD36,BXD38,BXD39,BXD40,BXD42,BXD43,BXD44,BXD45,BXD48,BXD5,BXD51,BXD6,BXD60,BXD62,BXD69,BXD73,BXD77,BXD8,BXD85,BXD86,BXD9,BXD92,C57BL6J,DBA2J
Rbm45,1.53,2.2475,2.359,2.606,-0.039999999999999994,2.4095000000000004,0.929,-0.237,2.45,2.322,2.6935000000000002,2.3425000000000002,2.3215000000000003,2.1494999999999997,-0.1165,2.09,-0.16949999999999998,2.3335,-0.078,-0.27949999999999997,2.2005,2.3404999999999996,2.3825000000000003,2.0324999999999998,2.072,2.178,2.277,0.0395,-0.0725,2.0665,-0.33899999999999997,-0.17049999999999998,-0.073,-0.6675,-0.08549999999999999,-0.29200000000000004,2.308,-0.0865,2.2655000000000003,-0.296,-0.3545,2.2095,-0.256,2.2925
Rgs16,1.3318333333333332,1.151,2.264,0.141,1.7814999999999999,1.6965,1.9569999999999999,1.3815,-0.046999999999999986,-0.1555,-0.0445,1.845,1.3955000000000002,2.6715,2.1719999999999997,1.968,2.969,0.7224999999999999,1.076,3.8745000000000003,1.089,2.796,1.745,1.8420000000000003,2.0275000000000003,1.4915,3.1725000000000003,1.0295,1.4945,2.983,1.502,1.466,2.287,3.0785,0.9080000000000001,2.545,0.35950000000000004,0.40399999999999997,2.979,1.284,0.9575,2.142,1.5559545454545456,1.0273571428571429
Rnf125,1.2775,1.7545000000000002,1.433,2.073,0.8685,1.5055,0.853,1.635,2.143,2.7685,1.906,1.6480000000000001,1.9605000000000001,0.508,0.9710000000000001,2.3965,1.0114999999999998,1.341,1.4945,1.0335,1.1145,0.9795,2.0745,2.315,2.395,1.641,0.872,1.829,1.182,1.765,1.8455,1.5575,0.6595,0.976,1.5574999999999999,0.6065,1.049,2.8665000000000003,0.9545,1.502,0.7975,0.7595000000000001,1.2611818181818182,1.422857142857143
Rpl14,0.7513333333333333,-0.229,-0.234,-0.397,-0.128,-0.166,0.5695,-0.20450000000000002,1.4289999999999998,-0.5435,1.436,1.2854999999999999,-0.2695,-0.4285,-0.3305,0.1135,-0.125,1.23,-0.5800000000000001,-0.30600000000000005,0.195,-0.3765,1.2690000000000001,0.964,-0.487,1.1655,-0.046,-0.1885,-0.2415,-0.34450000000000003,1.241,1.2635,1.399,-0.6285000000000001,1.4405000000000001,1.597,-0.2135,-0.382,1.56,1.4045,-0.371,1.2285,-0.24799999999999997,1.4042857142857144
Saa1,1.3581666666666667,2.1630000000000003,0.958,1.451,1.3944999999999999,1.5405,1.487,2.2725,1.4415,1.103,2.0685000000000002,2.624,1.559,3.2615,2.782,1.7454999999999998,1.7945,2.3245,1.2959999999999998,1.221,2.577,1.228,2.0195,1.3215000000000001,3.7075,2.4844999999999997,2.524,1.7485,1.673,2.745,1.821,1.7360000000000002,2.4210000000000003,1.6695000000000002,1.0715000000000001,1.5035,2.0155,1.4915,1.5354999999999999,1.4449999999999998,2.3325,1.1545,0.8267727272727273,2.1420714285714286
Saa2,1.5148333333333335,2.4275,1.061,1.515,1.525,1.5055,1.7770000000000001,2.4975,1.778,1.505,2.225,2.98,2.179,3.9345,2.902,1.8795,1.8345000000000002,2.81,1.4495,1.4175,3.009,1.476,2.235,1.6709999999999998,3.7750000000000004,2.5725,3.0925000000000002,2.1105,1.798,2.9785,2.27,1.853,2.6175,2.136,1.339,1.8995000000000002,2.2075,1.6284999999999998,2.1014999999999997,1.7234999999999998,2.733,1.4740000000000002,1.0207727272727274,2.3169285714285714
Saa3,1.737,2.7729999999999997,1.409,1.69,1.912,1.7555,3.323,2.6399999999999997,2.173,1.7875,2.769,3.3875,3.715,4.9885,4.375,1.8875000000000002,2.0985,3.5955,1.5739999999999998,1.5564999999999998,3.2485,1.4975,2.5010000000000003,1.8319999999999999,4.0344999999999995,2.8615,3.8775,2.2125000000000004,2.0385,3.433,2.5905,2.069,2.577,2.274,1.7810000000000001,2.1494999999999997,2.3405,1.9855,2.3275,2.084,3.749,1.6484999999999999,1.2906818181818183,2.586142857142857
Scara5,-0.010333333333333342,0.5900000000000001,0.601,-0.499,0.11,-0.026499999999999996,0.8019999999999999,-0.11900000000000001,0.2615,0.3265,1.086,0.664,1.0390000000000001,2.4105,0.38399999999999995,0.11399999999999999,-0.22349999999999998,0.7045,-0.5995,-0.41150000000000003,-0.08399999999999996,-0.3125,-0.09349999999999997,0.1785,1.1425,0.29500000000000004,0.3485,-0.36550000000000005,-0.10950000000000001,0.695,-0.558,0.2205,0.1335,-0.39299999999999996,-0.481,-0.3885,0.21350000000000002,0.7875,0.05099999999999999,0.1285,1.028,0.1725,-0.4485909090909091,0.24835714285714286
Sdr9c7,2.0246666666666666,1.4305,1.771,1.582,1.5554999999999999,1.601,1.6840000000000002,1.119,2.4770000000000003,2.182,2.6245,2.385,2.4135,2.1785,1.334,1.3904999999999998,2.818,2.752,1.331,1.236,2.1675,1.4495,1.674,2.0775,1.6655000000000002,1.238,1.0859999999999999,1.7865000000000002,2.2885,0.3245,1.73,0.9744999999999999,1.0725,1.4689999999999999,2.304,1.7655,2.186,2.161,1.7615,2.385,1.0925,1.9620000000000002,1.0828636363636364,2.514357142857143
Serpina4-ps1,2.2905,1.5174999999999998,1.759,2.741,1.521,1.6795,2.8875,2.4975,3.193,2.9245,2.7215,2.137,1.7265000000000001,3.7779999999999996,2.169,1.7225000000000001,1.771,3.029,2.48,1.5375,2.12,2.0685000000000002,2.898,2.7415000000000003,1.687,2.093,1.8585,2.089,3.9859999999999998,1.4855,1.8665,2.4795,2.152,1.693,2.5985,1.7770000000000001,2.7095000000000002,3.401,2.322,2.1725,3.0545,2.71,1.937681818181818,2.8712857142857144
Serpina7,2.429,2.8265000000000002,3.241,3.101,3.7605,2.609,3.7945,2.8005,1.3975,2.9545,1.7149999999999999,2.1695,3.864,2.324,2.047,3.3445,3.7165,3.21,2.7555,2.9885,2.1345,1.9060000000000001,4.2795,2.9865,3.4415,2.5250000000000004,2.979,1.9275,2.2695,3.1180000000000003,3.164,2.2575000000000003,1.9465,2.3535,3.2135,3.4989999999999997,2.8495,2.4825,3.5195,2.6340000000000003,3.459,2.537,2.377090909090909,2.678785714285714
Sh2d4a,1.5986666666666665,2.23,2.44,2.978,-0.31,1.9249999999999998,-0.40149999999999997,-0.3495,2.3895,2.3515,-0.4845,-0.2575,-0.5385,0.9604999999999999,-0.263,-0.030500000000000027,1.8415,1.6235,2.104,2.3875,0.5215,1.6485,-0.23049999999999998,2.1195,1.8250000000000002,2.1435,2.6695,0.0020000000000000018,2.409,2.5965,2.279,-0.43199999999999994,2.191,0.03999999999999998,1.779,1.7915,-0.19599999999999998,1.6934999999999998,2.2005,1.8385,0.881,0.024999999999999994,0.015772727272727282,1.8515
Slc10a2,1.2865,0.65,0.612,0.019,1.3239999999999998,1.5465,1.8975000000000002,0.254,0.196,1.1099999999999999,1.1364999999999998,1.6255000000000002,0.562,3.083,1.988,0.415,0.494,1.2650000000000001,0.808,0.23900000000000002,1.1735,0.15499999999999997,1.194,0.7064999999999999,1.0514999999999999,0.938,1.189,0.382,0.8155,1.6765,0.47450000000000003,0.5740000000000001,1.9615,0.6110000000000001,0.7685,-0.034,1.2610000000000001,0.338,-0.028500000000000025,1.408,2.7264999999999997,0.919,0.5031363636363636,1.1198571428571429
Slc32a1,1.8241666666666667,0.6995,0.555,0.814,2.2275,1.1025,1.59,1.609,0.6255,1.2149999999999999,3.114,0.6275,1.959,0.41300000000000003,1.693,1.0345,2.105,1.9705,2.3235,1.0635,1.5939999999999999,1.4465,1.034,0.8565,1.06,2.1025,0.9725,2.57,1.9215,0.8965000000000001,1.5434999999999999,1.862,1.259,1.62,1.1355,1.142,1.5895000000000001,1.103,1.452,2.1159999999999997,0.5469999999999999,1.5405,1.3536363636363637,2.0348571428571427
Slc41a2,-0.07916666666666665,0.6915,0.754,0.955,0.359,1.036,1.5494999999999999,0.18999999999999997,0.889,1.7825,1.514,1.6004999999999998,1.767,2.2845,1.2165,0.8435,0.09549999999999997,0.7875,0.9359999999999999,-0.735,0.437,0.9815,0.614,-0.05249999999999999,1.464,0.8905000000000001,0.22850000000000004,0.994,0.024,1.0685,0.7205,-0.501,0.329,0.29150000000000004,0.6255,0.08250000000000002,0.2945,0.9530000000000001,0.0625,1.4055,1.2985,0.847,-0.14004545454545456,1.0201428571428572
Slc8a3,0.2891666666666667,0.5920000000000001,0.121,-0.061,0.43100000000000005,0.3055,0.045,0.228,0.1855,0.2695,0.3055,0.2655,0.2505,0.2725,0.3525,0.281,0.2895,0.47850000000000004,0.119,0.385,0.185,0.21949999999999997,0.2085,4.408,0.22949999999999998,0.28500000000000003,0.238,0.28200000000000003,0.1895,0.135,0.319,0.339,0.3405,0.1985,0.258,0.33,0.296,0.422,0.2205,0.34900000000000003,0.397,0.3765,0.2948636363636364,0.24857142857142858
Slco1a1,1.1743333333333332,0.49700000000000005,1.639,0.529,0.698,1.0975000000000001,1.032,-0.020000000000000018,1.4325,1.264,1.6325,1.6404999999999998,0.023499999999999965,1.6125,0.978,-0.00550000000000006,0.14550000000000007,0.7190000000000001,-0.12449999999999997,0.34199999999999997,0.36849999999999994,0.802,0.17049999999999998,0.8965,0.6910000000000001,0.03500000000000003,0.808,1.4275,1.346,-0.14149999999999996,-0.15349999999999997,0.503,0.383,-0.4830000000000001,0.7785,-0.365,1.5234999999999999,1.15,0.352,0.35650000000000004,1.143,0.7625,0.5919545454545454,0.8692857142857143
Slco1a4,2.113166666666667,1.278,0.919,2.273,2.093,1.4405000000000001,1.3755,1.756,1.427,1.5675,1.053,0.6445,1.748,0.04,1.5114999999999998,1.3655,2.4575,0.8355,3.0495,2.5475,1.3969999999999998,0.955,1.616,1.6985000000000001,1.546,1.7425,1.578,1.4395,1.642,1.0825,1.403,1.6640000000000001,1.6900000000000002,2.2405,1.8,2.6295,1.2069999999999999,0.8180000000000001,2.118,1.5859999999999999,1.4645,2.2195,2.520681818181818,1.344642857142857
Socs2,0.7078333333333333,0.721,0.252,1.583,0.5465,0.2735,1.6095000000000002,1.1025,-0.5295,-1.1095000000000002,0.26749999999999996,-0.08100000000000002,1.556,1.2335,0.7290000000000001,0.9195,0.6695,0.7749999999999999,0.8760000000000001,0.45749999999999996,-0.24050000000000002,-0.423,1.571,0.607,0.6755,-0.02849999999999997,-0.006,0.728,0.58,-0.0025000000000000022,0.6695,0.40049999999999997,0.707,0.5485,0.8885,0.3535,0.401,1.237,0.45000000000000007,0.10200000000000004,1.254,-0.635,0.44950000000000007,1.056142857142857
Sptlc3,-1.4298333333333335,-1.063,-1.394,-1.856,-1.1800000000000002,-0.996,-1.5935000000000001,-0.9745,-1.7055,-1.8780000000000001,-1.538,-1.2595,-1.7255,-1.4495,-1.0234999999999999,-1.3005,-1.381,-1.5265,-1.0645,-1.5705,-1.43,-1.0335,-1.752,-1.8199999999999998,-1.134,-1.266,-1.1640000000000001,-1.355,-1.4224999999999999,2.164,-1.803,-0.9795,-0.954,-1.5985,-2.0869999999999997,-1.8465,-1.5285,-1.7275,-2.0145,-1.825,-0.9275,-1.8725,-1.4632272727272728,-1.3708571428571428
Steap4,2.2996666666666665,2.3064999999999998,1.731,2.74,1.803,2.2295,3.9080000000000004,2.141,2.2625,2.9035,2.782,3.1885000000000003,3.6785,4.7485,3.641,2.218,2.6799999999999997,2.6005000000000003,2.37,2.5255,2.569,1.895,2.4185,2.4135,2.7435,2.419,2.691,1.97,2.334,3.1935000000000002,2.6465,2.4085,2.3840000000000003,2.7720000000000002,2.5484999999999998,2.7085,2.225,1.9665,2.976,2.6825,3.9844999999999997,2.31,2.2902727272727272,2.7714285714285714
Stx1b,1.4823333333333333,1.8475,2.22,2.276,2.6635,2.35,2.054,-0.5475,2.0380000000000003,-0.3605,1.9415,1.9495,2.068,2.2625,-0.44,-0.6415,2.2595,-0.392,-0.0465,-0.348,-0.356,2.091,-0.4445,1.7429999999999999,-0.5905,-0.48,2.2685,2.323,-0.556,2.4835000000000003,2.1985,-0.2875,2.309,-0.4545,1.8875,-0.4765,-0.5135,-0.43,2.1929999999999996,-0.49,1.9635,-0.059500000000000004,2.4154545454545455,-0.42142857142857143
Sucnr1,1.4465000000000001,0.6745,1.219,0.908,0.3395,1.6175000000000002,-0.381,0.9375,0.5640000000000001,1.8464999999999998,1.4295,-0.134,0.312,0.045500000000000006,-0.9889999999999999,0.9740000000000001,0.718,0.907,0.443,0.968,1.034,1.055,1.3130000000000002,1.7934999999999999,0.847,1.0045,0.8114999999999999,1.182,0.994,0.3525,1.37,1.363,1.321,0.5365,1.4449999999999998,0.7010000000000001,2.0525,0.9175,1.1445,1.4705,-0.066,1.436,0.8991818181818182,1.0424285714285715
Sult1e1,0.4788333333333334,0.533,0.474,1.443,2.921,3.4174999999999995,1.4949999999999999,1.6995,0.29,0.126,-0.06999999999999999,0.8635,0.8069999999999999,4.061,1.6179999999999999,1.647,1.5025,2.4345,5.096,2.714,1.311,3.077,1.238,1.7435,1.9095,2.1495,3.4074999999999998,0.651,0.909,3.3964999999999996,0.9025,0.35550000000000004,1.8010000000000002,2.1465,1.2135,2.8795,-0.001999999999999988,0.406,0.5225,3.4045,4.992,0.08900000000000001,0.7111363636363636,2.1813571428571428
Sult3a1,4.468833333333333,5.2915,2.073,7.085,2.6735,3.078,4.452999999999999,3.2805,5.813,3.0549999999999997,5.422499999999999,4.154,4.1765,0.6325000000000001,3.129,3.9715,2.776,4.5605,6.5440000000000005,3.538,4.034,3.1445,6.944500000000001,5.595,3.8234999999999997,5.247,5.618,4.091,4.285,4.650499999999999,5.8004999999999995,3.7755,5.5815,4.3145,6.4485,3.238,3.269,4.5795,4.711,5.0685,3.745,7.2295,4.956409090909091,6.8297857142857135
Syt10,2.2335,2.1775,3.13,1.197,1.659,2.8595,1.661,1.7389999999999999,1.7894999999999999,1.3419999999999999,1.248,2.955,1.7890000000000001,3.2455,2.3425,1.9749999999999999,2.128,2.866,1.791,1.9569999999999999,1.5655000000000001,2.305,1.8370000000000002,2.1725,2.476,3.3805,1.8605,1.2915,1.781,2.827,2.1175,2.4205,2.2554999999999996,3.7445,1.2435,1.5594999999999999,2.2945,2.5004999999999997,1.0955,1.6515,1.9395,2.05,1.7500454545454545,2.3772857142857142
Tff3,0.43916666666666665,0.7185,1.049,-0.147,3.654,1.3105,1.743,1.4075,0.19,3.008,2.7295000000000003,1.734,2.998,2.336,0.3215,2.456,0.1855,1.032,-0.11699999999999999,-0.569,2.015,0.2695,0.027499999999999997,0.522,3.0604999999999998,1.1665,0.938,1.509,0.6975,1.4115,2.6809999999999996,0.2075,3.493,-0.095,0.33199999999999996,-0.1625,1.4975,2.702,1.288,-0.4415,0.4135,1.2895,0.6155909090909091,0.10164285714285712
Thrsp,2.2195,1.7655,0.986,2.086,2.2809999999999997,2.505,2.233,1.6815,0.9604999999999999,1.4969999999999999,1.965,1.6145,1.0995,2.557,2.3295,1.0785,2.6025,1.5884999999999998,2.0854999999999997,2.665,2.683,2.7285000000000004,1.1320000000000001,2.5785,1.7189999999999999,2.19,1.99,2.774,2.199,2.8209999999999997,1.709,2.0865,3.0555000000000003,2.9385000000000003,1.6425,2.2445,2.915,1.8279999999999998,1.8845,1.3215,2.718,3.027,2.5093636363636365,1.5439285714285715
Tjp3,0.8063333333333333,0.807,1.236,1.55,0.8795,1.4685,-0.7665,1.3035,1.2715,1.5670000000000002,1.839,1.245,1.168,0.34199999999999997,-0.1375,1.1865,0.5665,1.225,1.258,0.3165,0.7939999999999999,0.9735,1.6905,1.187,1.1255,1.65,1.2325,1.5615,1.288,1.0195,1.0705,0.534,0.694,0.605,1.051,-0.14650000000000002,1.3079999999999998,1.9,0.3005,1.476,-0.6435,0.952,0.6470454545454545,1.3802857142857141
Tmc5,0.8436666666666666,0.1705,0.047,0.106,-0.03800000000000002,1.6804999999999999,1.675,0.192,0.1485,0.6505,0.6885,0.006500000000000001,2.1705,0.3415,0.1825,0.814,-0.11,1.6355,0.4255,-0.1095,0.001999999999999988,1.0939999999999999,1.338,-0.2975,2.395,-0.103,0.1745,1.3725,2.057,1.8584999999999998,1.8835,-0.16,1.6405,0.769,0.026999999999999996,0.17400000000000002,2.42,0.0345,1.3245,0.959,1.8624999999999998,1.5425,0.14613636363636362,2.1485714285714286
Tmco6,0.8574999999999999,1.224,0.942,2.155,1.0975,1.078,0.3335,1.4249999999999998,0.027000000000000003,0.256,1.8499999999999999,0.2935,0.3495,0.064,0.248,0.6074999999999999,0.15600000000000003,1.3820000000000001,1.5234999999999999,1.385,0.907,0.16999999999999998,1.8415000000000001,0.41200000000000003,0.3265,1.124,1.6955,1.6909999999999998,2.0220000000000002,0.47750000000000004,0.21050000000000002,1.2705,0.3665,1.3690000000000002,1.8094999999999999,0.1035,1.2690000000000001,0.34450000000000003,0.36,1.358,1.0205,0.8665,0.4164090909090909,1.1908571428571428
Tmem44,-1.2756666666666667,-1.2225,-1.156,-1.682,-1.3045,-1.1945000000000001,-1.4745,-1.1695000000000002,-1.4455,-1.4135,-1.4315,-1.3625,5.939,-1.4344999999999999,-1.289,-1.264,-1.1909999999999998,-1.2494999999999998,-1.4769999999999999,-1.3755000000000002,-1.357,-1.377,-1.348,-1.2610000000000001,-1.401,-1.2505,-1.205,-1.3045,-1.3344999999999998,-1.3115,-1.475,-1.206,-1.2595,-1.4929999999999999,-1.3264999999999998,-1.3735,-1.249,-1.0665,-1.5059999999999998,-1.2945000000000002,-1.1644999999999999,-1.5499999999999998,-1.3381818181818181,-1.2640714285714285
Tnfrsf14,0.6508333333333334,0.791,0.015,0.041,0.8009999999999999,1.208,0.038,-0.046,1.6575,0.1525,1.549,1.319,1.089,-0.0155,0.8795,-0.0375,-0.03,1.6145,0.0205,1.1595,1.556,0.4005,-0.072,0.04050000000000001,0.8955000000000001,0.1715,0.10799999999999998,1.1749999999999998,0.072,0.0265,1.5145,0.0295,0.0565,0.28200000000000003,1.776,2.0905,1.2854999999999999,1.338,0.35,0.283,-0.018000000000000002,1.7850000000000001,-0.013818181818181815,1.0545
Tpmt,2.0856666666666666,0.9470000000000001,3.03,2.475,2.9395,2.751,0.673,0.7545,2.911,1.2415,2.4335,2.4535,0.7989999999999999,0.98,2.527,0.7695000000000001,2.888,2.9945000000000004,2.2175000000000002,2.8280000000000003,1.834,0.7185,2.8105,1.091,0.9655,0.729,2.4955,2.5155000000000003,2.7039999999999997,2.777,0.8534999999999999,0.847,2.963,3.0465,3.0389999999999997,3.315,2.892,0.8314999999999999,3.0755,0.8185,2.7345,0.9065,0.8358181818181819,2.660285714285714
Trib3,1.6008333333333333,1.5305,2.859,0.95,1.4649999999999999,1.294,0.9295,1.5715,2.0715,0.677,0.40199999999999997,1.9145,0.671,1.12,0.622,1.6400000000000001,1.1869999999999998,1.384,0.811,2.152,0.616,1.5375,0.9624999999999999,1.6704999999999999,1.5965,1.08,2.7344999999999997,1.0735000000000001,1.7109999999999999,2.248,1.3379999999999999,1.746,1.085,1.491,1.254,1.4705,1.113,0.5455000000000001,2.0885,1.373,0.9944999999999999,2.005,1.4505000000000001,1.4080714285714286
Trpc5,-0.6468333333333334,-0.3435,-0.277,-0.646,-0.302,-0.286,-0.6194999999999999,-0.06950000000000003,-0.7395,-0.6755,-0.6125,-0.6205,-0.6335,-0.4215,-0.185,-0.49,-0.7435,-0.5375000000000001,-0.6459999999999999,-0.854,-0.585,-0.486,-0.636,-0.2865,-0.5525,-0.644,-0.7,-0.698,-0.5900000000000001,4.1075,-0.5845,-0.49750000000000005,-0.4785,-0.47750000000000004,-0.5795,-0.509,-0.526,-0.565,-0.5840000000000001,-0.462,-0.327,-0.665,-0.5205909090909091,-0.5694285714285714
Tymp,1.727,1.9545,2.793,2.383,1.8195000000000001,2.4379999999999997,1.3159999999999998,2.2225,2.081,2.223,2.0,2.269,2.3594999999999997,1.8435000000000001,1.1135,2.34,2.002,2.1334999999999997,0.929,0.003500000000000003,1.0,1.0635,1.884,2.3595,1.8559999999999999,2.5084999999999997,2.1485000000000003,1.9820000000000002,1.701,2.3265,1.7555,2.0084999999999997,1.966,2.064,2.269,1.2255,2.1350000000000002,2.5745,1.512,2.1635,1.557,1.2585,1.297409090909091,2.4748571428571426
V1rd1,1.2808333333333335,1.3054999999999999,0.404,2.549,0.886,0.6779999999999999,1.7855,0.8485,2.112,2.654,1.8025,0.9079999999999999,1.4274999999999998,1.409,0.7055,1.081,0.998,1.2865,2.1105,1.246,1.407,1.2885,1.4805,1.4435,1.0354999999999999,0.79,1.4465,1.779,1.637,1.068,2.546,1.0755000000000001,1.299,1.202,2.2005,2.4234999999999998,1.138,1.294,2.3280000000000003,2.395,0.9684999999999999,2.114,1.3360454545454545,1.336285714285714
V1ri10,1.4420000000000002,0.5765,0.854,0.541,1.8159999999999998,0.677,1.3315,0.49,0.631,0.6785,2.127,0.8045,2.214,0.8255,1.771,0.653,1.8835,2.1285,1.814,0.5754999999999999,0.48050000000000004,1.522,0.61,0.7195,0.753,0.796,0.569,0.4145,1.9945,0.8705,0.545,0.577,0.3775,0.8500000000000001,0.6565,1.9505000000000001,0.956,0.6245,0.621,2.0564999999999998,0.6525000000000001,0.9585000000000001,0.6125454545454545,2.043
Wdr5b,-0.9056666666666667,-0.9215,-0.666,3.35,-1.013,-0.673,-0.895,-0.63,-0.8035,-0.8885,-0.79,-1.003,-1.0875,-0.6725,-0.62,-0.6575,-0.5655,-1.017,-0.9904999999999999,-1.1989999999999998,-1.0010000000000001,-0.7374999999999999,-0.863,-0.6755,-1.016,-0.5675,-0.46799999999999997,-0.5305,-0.7084999999999999,-1.242,-1.018,-0.96,-0.651,-1.3050000000000002,-1.1135000000000002,-1.006,-0.3195,-0.5935,-1.2225000000000001,-0.6615,-0.9950000000000001,-1.1265,-1.0959999999999999,-0.6552857142857142
Wdr86,0.8946666666666667,2.1345,0.324,1.912,1.223,-0.467,-0.515,-0.3245,2.865,1.08,0.42,-0.544,-0.5505,-0.7605,1.662,-0.47100000000000003,1.336,2.7705,-0.04100000000000001,-0.6659999999999999,1.2575,2.1215,-0.668,2.0495,1.6635,-0.529,-0.4555,-0.4315,-0.721,2.0075,1.119,-0.362,1.532,-0.5555,2.314,-0.637,1.295,-0.558,-0.3355,2.4505,-0.694,1.9460000000000002,-0.5060454545454545,2.270285714285714
Xdh,0.7053333333333334,0.7805,0.059,0.629,0.075,0.0905,0.4115,0.9665,1.3705,1.213,1.1085,1.2925,-0.196,-0.17,0.0855,1.0765,0.2825,0.1575,0.28200000000000003,1.405,0.931,-0.132,1.1195,0.434,-0.10949999999999999,1.153,1.3705,0.3035,1.155,0.059000000000000004,1.1124999999999998,1.0005000000000002,0.9535,0.371,0.14300000000000002,1.6345,0.0665,1.2025000000000001,0.3715,1.374,1.9555,1.432,1.1425,-0.08485714285714285
Xist,3.7566666666666664,3.0985,0.598,7.651,3.4925,3.369,3.7935,3.186,3.7085,4.735,4.1215,4.5965,4.046,-0.058499999999999996,2.7365,3.7475,3.2895000000000003,3.174,6.987500000000001,3.9865000000000004,3.1565000000000003,3.3535,0.11250000000000002,3.4074999999999998,3.5365,3.5115,3.6465,3.787,3.848,3.481,4.176,3.5545,4.0095,4.397,4.976,4.9845,3.5340000000000003,4.8255,3.7115,4.2915,3.6239999999999997,5.4925,4.600090909090909,5.268142857142857
Xlr3c,0.379,-0.057499999999999996,-0.508,-0.425,-0.3565,-0.16249999999999998,0.893,0.8634999999999999,-0.1595,0.45849999999999996,1.091,0.153,0.41400000000000003,1.1495,-0.839,0.7669999999999999,-0.1625,-0.637,-0.706,0.1965,0.007500000000000007,-0.221,0.5940000000000001,0.9099999999999999,1.3185,1.2445,-0.095,0.36499999999999994,2.1864999999999997,0.04649999999999999,0.8325,0.185,0.4515,-0.5225,0.622,-0.7969999999999999,-0.040499999999999994,1.3760000000000001,-0.424,0.08650000000000002,0.3305,0.3365,0.9571818181818181,0.25707142857142856
Zfp647,-0.6076666666666667,-0.636,-0.134,-0.319,-0.411,-0.4375,-0.776,-0.335,-0.8440000000000001,-0.7835000000000001,3.7399999999999998,-0.808,-0.7105,-0.6815,-0.5575,-0.6085,-0.41800000000000004,-0.455,-0.6735,-0.569,-0.7130000000000001,-0.5765,-0.6455,-0.5994999999999999,-0.5125,-0.609,-0.3195,-0.7705,-0.673,-0.5605,-0.7795000000000001,-0.4555,-0.4805,-0.478,-0.503,-0.5155000000000001,-0.646,-0.40349999999999997,-0.705,-0.5625,-0.677,-0.632,-0.5537727272727273,-0.5677142857142857
Zkscan1,1.3696666666666666,0.195,0.791,2.762,1.6835,1.1465,0.5495,-0.056,0.8674999999999999,2.2035,0.6204999999999999,1.5065,0.66,1.768,0.27,0.7025,0.305,1.6275,1.5255,0.11649999999999999,0.43450000000000005,0.163,2.126,1.9895,1.7125,1.4889999999999999,1.7600000000000002,1.722,2.335,1.5724999999999998,0.256,1.329,1.351,0.18,1.6755,0.2965,0.2975,2.1405,-0.07799999999999999,0.421,1.0775000000000001,0.38549999999999995,-0.0029545454545454545,1.8485714285714285
