data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD6_i	BXD6_ii	BXD8_i	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_i	BXD12_ii	BXD13_i	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
H2-Oa	0.208084002	0.076284626	0.117278907	-0.093121443	-0.06048276	0.130388452	0.552949049	0.351168797	0.426497703	0.366825113	-0.118305889	-0.227105651	-0.292593174	0.099313008	-1.113627574	-1.472231131	0.397205881	0.176805081	-0.229864023	0.055652112	0.434871427	0.04919333	0.38899192	-0.060232541	-0.10127577	-0.214965171	-0.152104362	-0.319998299	-0.325632949	0.702292522	0.060329888	0.866049404	1.133903185	1.612905833	-0.055057581	-0.503542517	-0.232319943	0.757031802	0.059924457	0.257810331	-0.401256806	0.356718238	-0.537548117	-0.303471724	-0.067955388	0.021660279	-0.122128367	-0.05551145	0.392985426	0.25779198	0.185306182	-0.049625107	-0.177491865	-0.189588645	0.479110933	0.189051995	0.220355119	-0.04505058	0.106048815	0.115906615	0.388952775	0.183516355	0.171248902	-0.066716646	-0.222388708	-0.124716039	0.044901884	-0.28400625	-0.065520385	-0.221788935	0.162003934	0.294294591	-0.102665286	-0.580165769	0.016026646	0.676141211	0.034034853	0.062006255	0.383199722	0.007177205	-0.244793645	-0.297608195	-0.254911215	-0.459095849	-0.024999584	-0.064366494
Vcan	2.751032743	2.849891858	2.370673427	2.147968017	3.010784974	2.282008974	0.852049306	1.743082834	2.267547669	3.102808425	0.396149987	-0.033227886	0.764969798	1.4624795	0.206290975	1.045357106	1.965680314	1.492937367	1.458696693	1.482712989	1.356466928	2.973953828	2.338898249	2.956380622	1.997669099	2.380221089	1.144459881	1.229808688	1.573189212	3.239178559	0.90029563	1.217641919	4.19385887	4.272377232	2.41199525	2.185765924	0.27264707	1.711458452	0.959910227	0.45946665	1.439629712	2.061685851	0.82634865	0.968521541	1.78491419	1.391211321	1.148863298	0.686689528	1.616848895	1.427789123	1.669637023	0.990434299	2.889297425	2.745632359	2.283885952	1.660711632	0.813069404	0.953363016	2.233862833	1.919301426	2.586859932	2.332034452	0.663050341	0.444020148	1.264398778	1.070376751	1.996988409	1.115122497	1.653588577	0.849930584	1.837139795	1.904094602	1.358932654	0.077467805	1.954483934	1.904564436	1.377734103	2.485568226	1.795375478	2.207785811	1.832604968	2.411306352	1.280162108	1.410180224	1.686918922	1.506124088
Cdc20	-0.449936507	0.451492073	0.790859864	0.759148821	-0.554788318	0.533083285	2.189818313	1.23843023	1.221765345	0.127595958	0.55882114	0.564527346	-0.15403374	-0.38869437	0.00339048	0.06832505	0.437879738	-0.43300233	0.20832736	-0.19133552	-0.35299874	-0.286559154	-1.297029449	-0.765916604	-0.159998798	1.131544962	0.851643884	0.704337157	-0.392455662	0.565472136	0.710931896	1.80675463	0.625825399	-1.011771731	0.51107724	0.06757085	1.437531458	1.21572865	0.042823372	-0.55271187	-0.487137586	0.15683093	0.9634213	0.05020902	0.456536437	0.930368241	0.234143905	0.007352359	1.067451817	0.9511778	0.670851848	-0.173309851	-0.982444926	-0.258489026	0.697445848	0.374236378	0.978588315	0.696366902	-0.625874827	-0.704681445	-1.054313814	-0.612605656	0.302811233	0.473538313	0.303720576	0.493112794	0.878340496	0.331663026	0.480543194	-0.500480065	-0.363555175	-0.328841855	0.261984715	-0.144825152	0.240451034	1.326869331	0.221198856	1.178543205	0.665633292	0.295580526	-0.505488255	-0.272031001	0.291800563	-0.288719618	-0.273969875	-0.499945327
Paip1	0.70708466	0.591438477	1.014614566	0.748235161	0.477802001	0.454217749	0.434343997	0.579472867	0.700672666	0.830844994	0.405778688	0.174996887	-0.253849185	-0.113276238	-0.225620343	0.935296674	0.590922278	0.171143357	0.480803546	0.674177931	0.453582946	0.754155604	0.51143056	0.659311518	0.445472877	0.356921455	1.105224718	1.057807521	0.255029413	0.697199417	0.403056562	0.909050826	0.340064335	0.558929785	0.660165951	1.040778004	0.717639374	0.818712372	0.553611063	-0.622294323	0.96205866	0.739592587	0.028921891	0.371932939	-0.106918544	0.780680595	0.774112788	0.38939481	-0.1173689	0.838024647	0.590138661	0.451331328	0.715610856	0.212762295	0.407551545	1.160188955	0.34075441	0.508265237	0.294614164	0.490838891	0.367566257	0.97128616	0.000614201	0.990957185	0.623126636	0.459453486	-0.12536483	0.626314436	0.157629552	0.642645131	0.103029187	0.717955229	0.194411693	-0.120932254	-0.157223269	0.836472644	0.36983766	0.59117108	0.58474524	0.751216541	0.790373654	0.400978954	0.440078537	0.776890452	0.487782274	0.414377209
Il6st	0.37321755	0.1988707	0.37592637	0.07646088	-0.23189792	0.01276813	0.51616065	0.26484925	0.15423213	0.04951643	0.15662981	-0.21672705	0.29281003	0.48594858	0.22027689	0.13695665	0.2212058	0.48151536	0.23595952	0.87278037	0.47206681	0.26033004	0.82531082	0.23833596	0.416306	-0.09368141	0.25189085	0.26463729	0.18507068	0.2676313	0.25277656	0.70780017	-0.18679573	-0.22208163	-0.0866981	0.61507615	0.22201622	0.38629349	0.32329919	-0.06487637	0.44196977	0.01673987	0.12715866	0.13663133	0.16679978	0.04485786	0.316506714	0.553829254	0.347513564	-0.019031856	0.309713254	0.275723274	-0.114820136	0.171653834	0.064638709	0.110326959	0.431315239	0.253520209	0.199475969	0.595776079	0.216767369	0.448340759	0.275090759	0.272392309	0.003880429	0.104286849	0.021829839	0.348651649	0.337279259	0.583732819	0.255091799	0.351411839	0.402104639	-0.085381541	-0.036275741	0.161171039	0.324342299	0.084101269	0.883450729	0.365915309	0.586712659	-0.162982131	0.187805369	0.205126119	-0.076824861	0.252203879
Slc2a1	0.11114974	0.52872532	0.55947735	0.14517661	0.6232223	-0.33014087	-0.19427436	-0.22157269	0.94838599	0.56069297	-0.19671598	0.08643994	0.02191578	0.35520052	-0.13612122	-0.15104855	-0.39647621	-0.40118105	0.15544189	-0.19522389	0.13162316	0.05644058	-0.10688426	0.39776673	0.32215913	0.41502147	-0.01950554	-0.20085781	0.00883822	0.38834571	-0.280047032	-0.248066601	0.24922434	0.33919916	0.35181199	0.19383956	-0.332601	-0.00985401	-0.17526737	0.51456094	-0.37522205	0.0796676	0.22425764	0.01513911	-0.16922749	-1.14996189	0.022638186	-0.544120254	0.251740536	-0.098108284	0.302736506	-0.129868598	0.293722436	0.037779976	0.240024419	-0.250541583	0.005854229	-0.145337532	0.207953939	-0.135213451	0.812330583	0.207030489	-0.156960278	-0.217576699	0.103118319	-0.260109701	0.225317424	-0.096139087	0.215895439	0.238087984	0.330033619	-0.359123524	-0.360499479	0.113160469	0.503191369	-0.315931341	0.110684769	0.096923809	-0.127425415	-0.188642981	0.139334299	0.201569569	-0.422677031	-0.283760511	-0.305107741	0.013455009
Thbs4	0.192511487	0.306985088	1.11246189	-0.285980554	0.39676543	2.300117715	0.331774264	1.552764689	2.472301393	0.893934801	-0.053652931	-0.171271379	1.132041968	-0.939246838	0.494271738	0.467975784	1.152520785	-0.021501721	0.539147531	0.741550282	0.174606997	1.245483033	0.784449054	1.426024455	-0.059950859	0.617788023	0.307853884	0.181590741	0.889379941	0.381037169	0.202687084	0.360910846	1.06302707	1.364734257	0.660165951	0.735923423	0.174497049	1.593440319	0.730488825	-0.970217626	0.776888702	1.154393559	-0.63320847	-0.137961277	2.751062451	0.864732001	0.995195463	-0.528476355	1.066176159	-1.17034116	0.727397835	1.123131473	0.949363877	1.089794312	1.576772193	0.857962626	-1.425082562	-0.212779995	0.285398311	2.289996003	1.067006985	1.033302938	0.09749446	0.443695034	0.81559218	0.457759278	-0.049783325	0.573447577	1.206860879	0.098791919	-0.128807813	0.686462021	0.852515219	-0.011349233	0.011124101	0.419194358	-0.062087402	0.533438464	0.761049334	1.010939911	-0.1691273	1.270944234	0.441659461	1.739965135	0.280517805	0.133606943
Clec5a	0.27278344	0.11687397	0.34771101	0.37033083	0.52625754	-0.04618942	-0.39807847	0.15859576	0.76872702	0.91336097	-0.04981086	0.21478231	-0.33641874	-0.03521284	0.20759757	-0.02857775	0.03249288	-0.45070503	0.23718294	-0.5786164	-0.16804966	0.04576967	0.22948129	0.08081434	0.35861993	0.62453847	-0.12682918	-0.17946502	0.1520122	0.6033298	-0.13853627	0.12033129	-0.08126146	0.66609059	0.17698539	-0.23534126	-0.29621264	0.21223115	-0.71331036	0.29957766	-0.84975707	-0.10721357	-0.25767093	-0.17866935	-0.45128403	-0.81075112	-0.430887398	-0.973894608	0.347107872	0.143987622	0.052866072	0.005427322	0.271144042	0.326049452	0.11330938	0.09051885	-0.22273869	-0.15717226	0.16014149	-0.10614857	0.00575196	-0.07950386	-0.52623641	-0.25892326	-0.0545064	-0.09729746	-0.05964325	-0.0883967	-0.41256101	-0.01871794	-0.13603273	0.08796808	-0.6026526	0.19872314	0.37708477	0.06757558	-0.16837796	0.4612265	-0.54800826	-0.06835241	-0.19269631	0.56219691	-0.49606571	-0.28583423	0.13952744	-0.17554078
Pltp	0.86858159	1.67337281	1.131690565	0.86557857	0.44385467	0.45808877	0.55737205	0.53557577	0.46099454	-0.06458008	0.65511122	-0.10853106	0.40655588	0.03985793	0.21090658	0.21036015	0.58262958	0.49828595	0.15374953	0.57767921	0.31599969	1.01721957	0.48935344	0.41625833	0.644979591	0.322022412	0.373912961	0.48071143	0.06078387	0.61156313	0.11107323	0.77875632	1.3317582	0.62471026	0.402565428	0.09187599	0.76834634	1.28858573	0.65210093	0.09834666	1.2022455	0.53477611	0.83585215	0.7476803	0.70007453	0.48267288	1.274675233	0.70835776	0.32680472	0.08005214	0.37284887	0.79165328	0.59549546	-0.00048782	0.888958821	0.510441341	0.908427421	0.751673411	0.572845701	0.345095801	1.549436781	1.325449111	-0.100026687	0.226504491	0.940025031	0.913089311	0.738122336	0.306874377	1.20060334	1.343277141	0.061067791	0.415965721	0.138720301	-0.206627049	0.119197191	0.895087791	0.470707463	0.234858691	1.134856415	0.920835181	0.135593782	0.319648871	0.659473361	0.544620611	0.051436871	0.060883351
Spint1	0.34996868	0.62417526	0.61326394	0.29870151	0.1949845	-0.126892426	0.315949296	-0.257857948	0.709431666	-0.06800144	-0.15778517	0.24975276	0.3169317	0.33069226	3.47699375	2.703448395	-0.030802071	-0.19037863	0.05799945	-0.015495975	-0.598769238	-0.697089826	-0.963404856	-0.17654432	0.36812429	0.34990895	0.58469409	-0.060124944	-0.448489697	-0.950168739	0.026102252	0.684535232	-3.924800022	-4.102989039	0.063584368	0.040778005	-0.08673512	0.04489387	-0.017972408	0.247013091	0.197708554	-0.324146883	0.834669353	-0.359083227	0.223585445	-0.471428242	0.623836222	-0.691750688	0.508669032	0.352157562	0.06523864	-0.258226032	-0.420391027	-0.766979681	0.16121137	-0.208394	0.39299588	-0.05852726	-0.04175337	-0.57426637	-0.40328903	-0.883020991	0.59495567	-0.12398641	-0.18304606	-0.47821993	0.76589305	0.303011	0.270768875	-0.334312462	0.25818208	-0.4379784	0.31080923	-0.635314276	0.31741464	0.31454468	0.55494784	-0.00870237	0.22207062	-1.335828532	0.083631135	-2.047628563	-0.19238281	-0.03014434	-0.18118594	0.16728109
Znhit3	-0.405053973	-0.749503995	-0.573027486	-0.470998705	-0.474568474	-0.885167539	-0.718583181	-0.418778865	-0.671307082	-0.622558812	-0.403943249	0.04189447	-0.248415298	-0.0494824	-0.725681638	-0.98785809	-0.413136192	-0.412814182	0.109554529	-0.414814423	-0.257504017	-0.946715762	-0.6503517	-0.649945904	-0.399629356	-0.430033548	-0.274811334	-0.732363251	-0.481212018	-0.679284605	-0.089470502	-0.38247068	0.014031842	-0.154059383	-0.291021799	-1.27826181	-0.32952961	-0.534816148	-0.197888247	-0.248753125	-0.844832348	-0.825045118	-0.390012812	-0.241575261	-0.626384338	-0.590068764	-0.24101679	-1.741060172	-0.271655135	-0.264837884	-0.1558149	-0.355735101	-0.314007034	-0.19053698	-0.459104874	-0.578688303	-0.736699466	-0.416244051	-0.680740464	-0.294378468	-1.407379221	-1.413390285	0.014440515	-0.299559906	-0.008305787	-0.628705349	-0.26016581	-0.265494901	-0.3150723	-0.886508692	-0.200380639	-0.753201115	-0.580807105	-0.071425968	-0.1493128	-0.298959449	-0.26454091	-0.318693647	-0.784207042	-0.59771553	-0.640903641	-0.452543659	-0.549189433	-0.163275064	-0.234250628	-0.190282242
Pdk1	-1.143312833	-0.716550427	-0.813291775	-0.764295885	-0.703300549	-0.718361706	-0.892181631	-0.896564993	-0.826717642	-0.948799409	-0.333197231	-0.303355967	-0.38633528	0.249994434	-0.473547856	-0.402646182	-0.624734529	-0.855143335	-0.82778774	-0.571313517	-0.574842786	-1.395727627	-1.067693789	-0.795300488	-0.837487735	-0.800423724	-0.7262719	-0.689992986	-1.189103068	-1.373094148	-0.414020366	-1.009603378	-1.013788527	-0.838453199	-0.930210045	-0.911169866	-0.908065546	-0.918253222	-0.808377261	-0.158121671	-0.866490484	-0.638544329	-0.231151114	-0.341306244	-0.878294169	-0.68902188	-0.467060273	-0.719111047	-0.917973297	-0.808402114	-0.623949127	-0.306257058	-1.044147637	-0.808133769	-0.760934098	-0.771578605	-0.651831215	-0.366612418	-0.984005945	-0.584960387	-0.827986717	-0.999153366	-0.483617685	-0.69868999	-0.052943009	-0.644727452	-0.74079174	-0.43682373	-0.749943567	-0.501397985	-0.953554482	-0.82685211	-0.862435812	-0.123533767	-0.511357002	-1.081290434	-0.467208888	-0.89109878	-1.035277012	-0.970185786	-1.098071288	-0.990701888	-0.623590949	-0.379598928	-0.821557819	-0.530536215
Tor3a	2.344118463	3.040517549	2.961424132	2.397234657	3.237098278	2.11649264	1.82201019	1.8485668	1.95644393	2.659803913	2.148091355	1.807422131	0.758531812	1.890179319	2.202652979	2.493003161	1.968958814	1.96140921	2.34389029	1.488497949	2.231046355	2.866905666	2.933909949	2.07100047	2.673728011	2.851205948	1.835920884	2.441483503	2.192912767	3.026969524	1.70702613	1.802366626	2.435776313	3.399332053	2.889234436	2.583625632	1.45486606	1.98602641	1.661760781	1.665370946	1.41340549	1.959975769	1.54630837	1.982107955	1.88768251	1.902620891	1.942407777	1.835396821	1.946865691	2.008267102	2.3177727	2.20808745	2.436242826	2.447822029	2.231392276	2.295262554	1.997242498	1.992043788	2.400360369	2.310407229	2.4012183	2.040405886	1.699422558	2.029490816	1.999297023	2.168056611	2.740067004	2.700610717	2.136437829	2.357010375	2.522676924	2.735579946	2.294593493	1.584361518	1.722655387	1.858883324	2.147807349	2.059377058	2.192748336	2.163662623	1.995063608	2.281647382	1.754366408	1.515182358	2.001094637	1.915965853
Socs2	0.27186928	0.13361591	0.58694668	-0.04613578	0.2133129	-0.3311291	-0.25970754	-0.25832168	-0.45852071	0.08645742	-0.26862386	-0.27016114	0.01418013	-0.14029313	-0.96712244	-0.69636924	-0.19531607	0.17606744	-0.09153533	-0.25209875	-0.09850885	0.61870035	0.78305267	0.25107422	0.34635522	0.03069152	-0.01407421	-0.03138198	0.08641345	0.35721748	-0.21009539	-0.0911141	0.66080779	0.88711884	0.1722517	-0.10472353	-0.12043431	-0.09357017	-0.20906796	-0.03465044	0.00711551	-0.26511996	-0.29908309	-0.07441757	-0.21715684	-0.15801215	0.074722602	0.100335842	0.018593032	-0.262756908	-0.088990058	-0.325965888	0.223222252	0.208211642	-0.199460226	-0.161137386	-0.276873376	-0.293702646	0.059634604	0.643818064	0.209846474	-0.017492016	0.355101424	0.007807214	0.217288804	-0.058731506	0.266472064	0.315372004	0.226976224	-0.193311896	0.212838344	0.031803644	0.034968644	-0.325168157	-0.350724416	-0.513528416	0.049682574	-0.178165716	0.027635934	0.010281924	0.109821564	-0.042706766	-0.124118466	0.028242254	-0.182376266	-0.026061296
Qsox1	-0.03987449	-0.28344432	-0.50446111	-0.14658435	-0.31851887	-0.1936141	0.21810794	0.23450943	0.38922612	0.09327736	0.20738899	0.02829976	-0.03232699	0.15359053	-0.33440419	-0.45926033	0.41235631	0.09422794	-0.05051955	-0.07416635	0.2463407	-0.50817316	-0.11827124	-0.36718183	-0.12115309	-0.21556211	0.21221045	-0.11582666	-0.04767509	0.15228303	-0.03217055	0.66091741	0.11036208	0.26120404	-0.02921444	-0.37324316	0.19554621	0.53041303	-0.10500216	0.24490045	-0.20295916	-0.10464069	-0.25194566	-0.23687129	0.13015326	-0.10859573	-0.02558656	-0.21615052	0.2755465	-0.04603167	0.30122425	-0.109279	0.06046918	-0.30336722	0.39287723	-0.09066456	0.20722231	-0.18976306	0.00592558	-0.33663879	-0.63718847	-0.69303639	0.58520442	0.0617447	0.18871533	-0.00225232	0.11211025	-0.15928356	0.18729899	-0.69953112	0.21065316	-0.27281598	0.05924215	-0.30030279	0.13593523	0.65598502	0.10599282	0.18978925	-0.03282962	0.00316674	-0.12652001	-0.37625118	-0.11054076	-0.07013058	0.41176979	0.00551932
Ifngr2	0.6836428	0.93396064	0.98782992	0.46241693	0.62375411	0.34032678	0.44363674	0.31744224	0.45143965	0.57541631	0.25681605	0.24489582	0.03710275	0.18195992	0.54420763	0.42022557	-0.00761019	0.17354294	0.48894501	0.2752889	0.39680595	0.53666629	0.68121302	0.23470323	0.53117975	0.74225096	0.39121739	0.50557129	0.24047052	0.77635978	0.07128551	0.33026392	0.42927384	0.70495425	0.4243041	0.33269041	0.33304789	0.6318129	0.28091923	0.18738136	0.24132725	0.51286651	0.52302355	0.25113181	0.33259701	0.21838662	0.209283589	0.228886639	0.465391569	0.457564949	0.603177219	0.391841449	0.393559809	0.322636559	0.758131302	0.543386582	0.592370882	0.247932312	0.444495032	0.219463582	0.776474222	0.470821252	-0.003545988	0.373284882	0.229017052	0.339581002	0.565447432	0.286025312	0.497176682	0.590144152	0.435299592	0.369067292	0.302837912	-0.219565758	0.238997622	0.516126672	0.367043482	0.418860382	0.516098212	0.383836602	0.401478212	0.330565582	0.412400872	0.165026062	0.092971262	0.297448962
Nr2c2ap	-0.529678754	-0.368407843	-0.39901537	-0.44855289	-0.412131657	-0.94307371	0.005435319	-0.114395337	-0.200112495	-0.838923552	-0.281989716	0.079240193	-0.49043761	-0.076376656	0.502659523	0.72042328	-0.240257636	-0.31918227	-0.007659308	-0.292693931	0.187852417	-1.085433846	-0.386718043	-0.923659685	-0.393021535	-0.530113854	0.022145977	-0.371471675	-0.841221748	-0.548522198	-0.236001683	-0.170495298	-1.451455326	-1.355817631	-0.393605304	-0.486734224	0.071660013	-0.112044528	-0.240728274	0.36152953	-0.547323042	-0.099818737	-0.101052328	-0.146982178	-0.265090364	0.020424853	0.100320262	-0.664601687	-0.115621873	-0.250963038	0.014257343	-0.3784951	-0.605538124	-0.448968194	0.048930778	-0.378091654	0.136123523	-0.283087977	-0.400557144	-0.227287173	-0.893405561	-0.758453536	0.346249607	-0.152335897	-0.267892352	-0.443507505	-0.128058406	-0.0626776	0.065091841	-0.788731441	-0.190339558	-0.560153129	-0.00447906	-0.189671801	-0.619058084	-0.462566836	0.097287548	-0.404212095	-0.034131512	-0.487943978	0.23031523	-0.825315149	-0.32416426	-0.388830466	-0.162694886	-0.724024904
Bysl	-0.689196279	-1.046245237	-0.781743449	-0.487872523	-0.498611178	-0.997365623	-0.650110942	-0.564121913	-0.5832928	-0.803488183	-0.144016959	-0.040224733	0.070114219	0.229388315	-0.585502179	-0.666410236	-0.286395678	-0.480933339	-0.008911063	-0.486090218	-0.320620827	-1.104399124	-1.010414924	-0.652632489	-0.508010552	-0.957836613	-0.105009244	-0.449673599	-0.804457042	-0.749546941	-0.374387859	-0.886274192	-0.778275184	-0.68318731	-0.527543455	-0.289544531	-0.502967534	-0.324438182	-0.285721401	-0.307252613	-0.77670041	-0.772632324	-0.231591487	-0.27464877	-1.029003613	-0.53931688	-0.342315648	-0.903197693	-0.22678179	-0.855265073	-0.180660857	-0.277455825	-0.522239538	-0.678932369	-0.303524653	-0.531392676	-0.458738216	-0.651595459	-0.638360557	-0.629314273	-1.243521684	-1.340243866	0.336658071	-0.121810337	-0.267939067	-0.498056096	-0.507508953	-0.059073541	-0.329328346	-1.22419139	-0.449528907	-0.921140857	-0.404708442	0.57405471	-0.469390434	-0.527203241	-0.122673009	-0.435087938	-1.19137054	-0.715139383	-0.388822187	-0.744299411	-0.464249776	-0.301027902	-0.486024128	-0.475630488
Pi4k2a	1.02094677	0.95559634	0.65831159	0.62960357	1.30798312	0.81876547	0.76319151	0.6921436	0.95653939	1.30738242	0.80031787	0.24270188	0.20314923	0.82383782	0.75358786	0.63804908	1.02999347	1.15577233	0.62628793	0.78093482	1.12781278	0.69569955	1.36064134	0.85035285	0.88404873	0.79102045	0.67407399	0.78793069	0.92840833	1.33674925	0.50872907	0.65231583	0.97318077	1.67167203	0.94429583	0.57619485	0.83156146	1.13959819	0.83192153	0.34631171	0.773689	0.59854935	0.23176085	0.17433637	0.83191559	0.86749502	0.839498422	0.426296862	0.896605152	0.623986132	1.001196972	0.536457852	1.342307402	0.767354342	1.242119835	0.524321695	0.912832265	0.255682715	1.451252835	0.978383255	0.834671665	0.444924065	0.970309615	0.422241255	1.229673125	0.577498035	0.738918015	0.379891905	1.197356545	0.314799925	1.312589715	0.723077785	0.860457245	0.147732675	0.724346755	1.001985145	0.734017665	0.737903445	0.949528805	1.045976385	0.922054385	1.057446595	0.652454325	0.395672925	0.826615065	0.907389775
Cd70	1.770716622	1.885499779	2.561960973	1.31147289	1.90189124	-0.150036091	0.672003175	0.880339347	0.589996435	1.59230515	0.361384569	-0.8087013	0.341365788	0.524153682	-0.926060061	0.212995013	1.029372554	1.483290431	1.177483383	0.572727836	1.120300577	2.432714614	2.4865056	1.319798382	1.706268116	1.18680898	0.783882013	0.343287231	1.329421447	2.55072037	-0.240867438	0.286403967	1.928861832	2.425194467	2.214754804	-0.13479356	-0.562468545	1.895243309	-0.08263304	0.205100635	1.178870049	0.105537392	0.200634342	-0.106597107	1.040569069	1.443853623	0.784878349	0.151978541	0.778944144	0.218131717	0.635573952	0.677007398	2.171712551	1.355296656	1.046445528	1.01573319	0.00412546	-0.055642018	1.436878629	1.722933529	0.841241003	1.126372781	0.867218039	0.376805004	0.450851752	0.369109409	1.303192844	0.592899305	1.518217988	-0.047356491	1.222358637	1.093918576	0.572333892	-0.568370766	0.38306658	1.127517391	0.250013755	0.166277425	1.957915169	1.369006127	1.065264546	1.143658895	0.528494118	1.53926183	0.067314897	0.693494177
Acss1	-0.998899991	-0.480317363	-0.360126631	-0.843976007	-0.747472929	-0.726354496	-0.442056624	-0.295510489	-0.306218418	-0.342901357	0.045882743	-0.025932016	0.056490936	0.015765707	-1.173680127	-1.645365689	-0.292789725	-0.388284051	-0.588957294	-0.347158361	-0.448025922	-0.600007018	-0.723345586	-0.125675591	0.022774064	-0.523684403	0.236987553	-0.580150432	-1.276723349	-1.290309638	-0.71230712	0.22102996	0.154388812	-0.178035809	-0.522956352	0.085865894	-0.619052074	-0.475965689	-0.269511175	0.055317467	-0.375962785	-0.701216532	-0.146735832	-0.310142253	0.826249948	-0.426017782	-0.499927835	0.263624891	0.056105122	-0.265538324	-0.589579955	-0.10919778	-0.657056116	-1.065611892	-0.908751757	-0.285454597	-0.544807869	0.098840993	-0.7521345	-1.240720567	0.125997512	0.144619423	-0.460607997	-0.292064219	-0.523427722	-0.589648648	-0.40233322	-0.418476675	-0.008496121	0.483242934	-0.332172617	-0.819478022	0.00756353	0.25504602	-0.400065445	-0.56132513	-0.233748377	-0.832371179	0.057714741	-0.78511661	-0.05188102	-0.033294404	-0.0379848	-0.463787749	-0.013662162	-0.349311002
Tjp1	-0.131827702	-0.100297863	-0.237480581	0.157626097	-0.456214884	0.277052105	0.419237105	0.456256707	1.224308853	-0.663531091	-0.029405384	0.148229978	0.677476106	-0.314755973	-2.136205422	-2.263177069	0.093627097	0.036601234	-0.172370856	-0.056114949	0.173505282	0.025249365	0.069996713	-0.416844753	0.14968817	0.410662358	0.492885778	-0.203347151	-0.341574494	-0.380227742	-0.347509998	0.108549942	1.41917088	0.864660653	0.265887013	1.207887991	0.75945955	0.569394845	0.347160186	-0.249600026	-0.412145122	0.409459699	-0.341027718	0.218672496	-0.240864248	0.210170042	-0.210358915	-0.16730893	0.831733838	-0.060135309	0.177863604	-0.092827108	-0.060879267	-0.445327414	0.236726396	-0.001709573	-0.203834766	-0.09632423	-0.364805092	-0.397357576	-0.342102744	-0.206289657	-0.146824148	-0.219579952	-0.751422264	0.025457489	-0.100304744	0.096153939	-0.050146495	-0.641628461	0.023571684	-0.436645611	0.076407737	0.04408967	0.100062484	0.614145411	0.239394282	0.463200102	-0.05704376	-0.50062026	-0.094545726	-0.216384737	0.390732864	-0.441751735	1.05550183	0.473046342
Lamc1	-0.374529105	0.105016345	-0.094582567	-0.026251293	0.119591588	0.594046129	-0.008830343	0.338853512	0.806020916	-0.204851142	-0.12364045	-0.064421244	0.02068086	0.186498715	0.326035087	0.140662585	0.001454811	0.45849122	0.093083137	0.214805288	0.081385097	0.263990857	-0.409184374	0.187690491	0.115596029	-0.156535272	0.080562663	0.238704526	-0.118149363	-0.071475036	0.079006998	0.291943916	-0.44588811	-0.053531813	0.014470049	0.063498081	0.329675465	0.071175347	0.145526325	0.377705678	-0.011774065	-0.112249297	0.192934712	0.181149053	0.82214555	-0.168117093	0.081440748	0.344095479	0.124958076	-0.113208978	-0.052667256	0.174578951	0.241419113	-0.086779765	0.308251968	-0.020160215	0.127781745	0.345164412	-0.244217475	0.011128251	0.681349224	0.522335525	0.228438397	0.27797621	0.180705455	0.250660102	0.119277266	0.395848464	0.050581491	0.030187365	0.020530808	-0.103770671	0.508595891	0.201104014	-0.214569378	-0.163910165	-0.040395253	-0.006153447	-0.278535624	0.010894228	-0.226454968	-0.176096699	0.208296566	0.193011548	0.17840361	0.235282282
