data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_i	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD8_i	BXD6_i	BXD6_ii	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_ii	BXD13_i	BXD13_ii	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
Pltp	-0.10126564	0.39155868	0.07685014	0.09624909	-0.472205443	-0.29056413	-0.965027306	-0.31326946	-0.3478505	-0.15639063	-0.71158381	-0.80334814	-0.7637547	-0.149692065	-0.34585119	-0.73908533	-0.79999561	-0.75809762	-0.415433866	-0.57579026	-0.33726917	-0.32432199	-0.475066581	-0.13880162	-0.29166142	-0.289629294	-0.223439127	-0.431951564	-0.531094326	-0.40901486	-0.3913044	-0.29425641	-0.20760034	0.42765599	-0.48464492	0.106461084	-0.33170243	-0.40530615	-0.4092716	-0.00967717	-0.33755782	-0.28924688	-0.61584971	0.11313956	-0.12408917	-0.03100475	-0.64497618	-0.01637314	-1.241019854	-0.648316036	-0.815234774	-0.066291054	0.048074366	-0.122532794	0.173285706	-0.492854094	-0.708617024	-0.669120444	-0.730164764	-0.067510714	-0.071099524	0.425121476	0.297283166	-0.39145165	-0.403363984	-0.266033834	-0.326007725	-0.264946248	-0.216307003	0.382676505	0.874013586	-0.426159818	0.066250186	-0.587944504	-0.570297044	-0.548776774	-0.006285534	-0.588825367	-0.758259974	-0.041656869	-0.196803464	-0.342890026	-0.370293984	-0.432828694	-0.511509364	-0.517879894	-0.251681254
Spint1	-0.53968839	-0.21907962	-0.5680584	-0.23280506	-0.89450199	-1.621055046	-1.33776778	-0.29080614	-1.573509146	-1.19456242	-1.15008064	-2.094708599	-1.644008689	-0.78549356	-0.62469464	-1.023742549	2.233016185	1.497032077	-1.16849598	-1.72405	-0.691011468	-2.068800864	-2.774470313	-0.73342149	-1.00596511	-0.09365831	-0.73471869	-0.979715446	-1.772189367	-1.488914412	-2.350388454	-0.199812396	-0.930826125	-4.725766804	-5.515980737	-1.778463184	-2.103183125	-0.88392934	-1.726718346	-1.710773409	-1.631121017	-1.346017026	-1.534971272	-0.828291032	-1.11834849	-0.287352263	-0.690216487	-0.35402164	-2.14686303	-0.82971653	-1.542965375	-1.268821889	-0.88966591	-1.569867821	-1.828513649	-1.158759677	-1.853299166	-0.863695805	-1.023295275	-1.218542225	-1.670571015	-2.155270656	-3.359656512	-0.215459915	-1.073080525	-1.510168946	-1.650550129	-0.042644265	-0.661931165	-0.915646848	-1.689638653	-1.025429255	-1.725257705	-1.470619934	-1.753229852	-0.914173136	-0.574848995	-1.182654207	-1.161485035	-2.758466601	-2.870211496	-1.501786547	-2.206027973	-0.954030115	-0.387118245	-0.664787755	-0.558073825
Znhit3	0.194656603	-0.296014357	0.206978871	0.132735819	0.134397821	-0.08189251	0.244068049	0.066608891	-0.149175898	0.264804536	-0.373426338	0.728116493	0.56034593	0.200389989	0.027715657	-0.306344324	-0.03727231	-0.237218046	0.34736847	0.72601926	0.286896859	0.052298286	0.10350759	-0.21835724	-0.198623231	0.291257103	0.320201373	0.23460754	-0.19324299	0.450691754	0.539774918	0.494600053	-0.00449786	0.829612698	0.398396535	0.486087556	-0.733371196	0.14273762	-0.188832568	0.172308839	-0.298221805	-0.339002104	-0.224975922	-0.046869804	0.092852963	-0.359904934	-0.034490302	0.015413839	-1.350240393	0.381401553	0.542431174	0.203821607	0.164363502	0.393036361	0.532144687	0.282551915	0.175907093	-0.171975726	0.092155108	-0.184058896	-0.128945328	-0.666811612	-0.681582295	0.020708424	0.232887639	0.705699526	0.058264255	0.070562457	0.390165639	0.040663729	-0.415884903	0.51503378	0.496083784	0.228981829	0.639603351	0.01901077	0.008584185	0.57656514	0.463619863	0.239080691	0.137238832	0.046892817	0.056417416	-0.232991092	0.067529271	0.061061013	0.039507879
Pdk1	-1.169350373	-1.091525783	-0.813165744	-1.242943403	-0.474751911	-0.729907187	-0.561495562	-0.915183817	-0.603594872	-0.806058477	-0.386480694	-1.260612534	-1.091642084	-1.025885867	-0.790723497	-1.143679415	-0.897778694	-0.525660405	-1.182307414	-0.857209515	-1.118908373	-0.389020028	-1.584386874	-1.156879635	-1.094659528	-0.733917866	-0.729458368	-0.844143622	-1.043603438	-1.224319493	-0.947343263	-0.817616801	-1.074119177	-1.053256262	-0.781612068	-0.828608451	-0.455649026	-1.145084013	-0.666336995	-1.158977772	-0.412532672	-1.437295599	-0.646169863	-0.264127484	-0.511690918	-1.337942648	-0.811850483	-1.319648543	-1.321918686	-0.789197936	-0.903809072	-0.588080196	-0.036140342	-0.999670657	-1.22364459	-1.303110311	-0.85519766	-0.762520383	-0.374643649	-0.969820695	-0.558788482	-0.956374447	-1.162874759	-0.852833766	-0.71262667	-0.321691671	-0.626770764	-1.306644402	-0.91450734	-1.088510489	-0.717216397	-1.229921583	-1.131187465	-1.050134109	0.111121811	-0.241255623	-1.308062621	-0.452049459	-0.893187837	-0.828949314	-1.10376708	-1.095529471	-1.150282321	-0.796030619	-0.842342265	-1.428065232	-0.823548236
Tor3a	0.449498768	0.752015294	0.836461047	0.303618374	0.586950647	0.46677679	0.31222678	0.53164689	0.23646202	-0.03165052	0.203370765	0.018266386	0.379009389	0.343483033	0.62653358	0.166290026	1.088370346	0.629070415	0.42410976	0.81851277	0.248724289	0.824608635	0.121371607	0.51744706	0.813034107	0.533091019	0.738551574	0.285916071	0.635855007	0.667391778	1.017108383	-0.067535707	-0.089451798	0.244388989	0.721980733	1.279252314	0.927405195	0.58775369	0.58436099	0.438938371	0.730335446	0.1575479	0.870203339	0.74386592	1.099183415	0.085853006	0.163450182	0.210897109	0.020186613	0.778750123	0.685565114	0.751187527	0.312090913	0.728824944	0.719388279	0.780793134	0.775112612	0.199180018	0.491102238	0.653621878	0.949635408	0.38336293	0.478524926	0.473634278	0.817945966	0.221534688	0.768265277	0.426938346	1.043457396	0.140870189	0.469503215	0.447448261	0.663099194	0.539340153	0.396472308	0.127165415	0.166320407	0.706140426	0.436973348	0.212278724	-0.009753838	0.339310068	0.605145492	0.574918088	0.533009418	0.242812214	0.508940713
Socs2	0.03422068	-0.38444559	0.01658033	-0.65879493	-0.10536239	-0.29072799	-0.302752	-0.40905489	-0.35188074	-0.16978002	-0.54954566	-0.23487898	-0.3550626	0.17624705	0.09948848	-0.52600516	-1.2063415	-0.96733471	-0.19584487	-0.30970329	-0.1413221	-0.0130937	0.50140895	0.01141881	-0.50530853	-0.03911595	-0.50882303	-0.09925964	-0.00798179	-0.37163319	-0.21755444	0.0542193	0.08190596	0.66473059	0.68462396	-0.24317038	-0.09202498	-0.00628572	-0.24963082	-0.33917987	-0.19848057	-0.03032376	-0.38108766	-0.54727836	-0.55186416	-0.38421678	-0.42262476	0.042963038	0.373059268	-0.619969582	-0.448999702	-0.312749152	-0.343588112	-0.137325442	-0.107969262	-0.426864803	-0.670529368	-0.678105573	-0.86059838	-0.353959463	0.476488237	-0.268954523	-0.389959023	0.396409067	-0.078194383	-0.028535643	-0.337145983	0.323812707	0.632057017	0.030949977	-0.110837063	-0.016417443	-0.190405923	0.081842627	-0.241300483	-0.578700813	-0.567208933	-0.257802193	-0.612412733	-0.197382573	0.031836757	-0.143682703	-0.650552523	-0.183275393	-0.122739433	-0.605309363	-0.099971323
Qsox1	0.1210101	0.07770669	-0.07844103	0.22296384	0.25332607	0.25123379	-0.06407328	0.78964324	0.77378632	0.38114461	0.41701927	0.93997308	0.7885801	0.07378633	0.14854837	0.65452905	0.17396455	0.00468766	0.5163015	0.20487906	0.74673874	0.28862832	0.11505742	0.03728759	-0.05686229	0.98050557	0.65955646	0.60014533	0.53176151	0.2310592	0.47047987	0.79536007	1.03415829	0.56403024	0.54732835	0.43297687	0.27329367	0.35648901	0.14593141	0.23381422	0.52429674	-0.1446393	0.01199922	0.18158558	0.51020168	0.62221253	0.52372262	0.114731236	-0.252255515	0.759998926	0.418271026	0.841733466	0.686599116	0.094347006	0.603973066	0.469215054	0.544985324	0.275738474	0.269547614	0.421577364	0.085200374	-0.602820806	-0.387325336	0.379556744	0.308840294	0.727188934	0.662639764	0.681935884	0.750233194	0.332703804	-0.156502126	0.600641154	0.670919904	0.134843474	0.683540194	0.404321344	1.181077284	0.545656454	0.919976024	0.193423014	0.673714594	0.099273324	0.560851794	-0.294733656	-0.005287046	0.938075264	0.506210244
Ifngr2	0.96407864	1.05435465	1.13414041	0.79921748	0.78890328	0.40566961	0.51569005	0.54534916	0.61195275	0.5262494	0.67315701	0.45970292	0.81201618	0.45215459	0.57356398	0.41559421	1.07807162	0.81555186	0.53790448	0.7142934	0.61491483	0.67156653	0.4916747	0.4246266	0.75837253	0.85903376	0.92132618	0.76486472	0.83912835	0.47885039	0.88889337	0.65699795	0.5298746	0.64888059	0.65893507	0.75628977	0.67036365	0.676662	0.67629588	0.46408606	0.45889927	0.59983183	0.70928426	0.8148036	0.71715653	0.41108922	0.37043927	0.557396741	0.304038501	0.847496991	0.791748071	0.775804731	0.715995201	0.647542591	0.669100431	0.731498505	0.777849425	0.777406075	0.693222415	0.636222915	0.503343195	0.995538955	0.673235235	0.535357255	0.669694015	0.525987735	0.735231985	0.910450835	0.877971415	0.642888545	0.938409785	0.733551675	0.887173085	0.464423965	0.606891325	0.322159715	0.669557885	0.625941525	0.708758755	0.820403505	0.700874125	0.391211715	0.447042985	0.854308515	0.667705185	0.319949175	0.498618215
Nr2c2ap	0.173342539	0.268901429	0.006840418	0.077109844	0.273985057	-0.223613797	0.483821779	0.270036752	0.187613767	-0.227247881	0.28093269	-0.455012761	-0.274978005	-0.240087089	0.420037368	0.008917906	0.892067153	0.90577437	0.106192516	0.270624036	0.259440994	0.518964242	-0.187336713	-0.219919355	0.219021381	0.176086793	-0.083148805	0.153583048	-0.160105232	-0.222774096	0.457584815	0.370947747	-0.138090678	-0.68922239	-0.745349595	-0.051463942	-0.426990953	0.604521762	0.192981011	0.041015144	0.088142575	-0.319679009	0.088704999	0.115585192	0.139529071	-0.33242142	0.252977156	0.221776504	-0.795118945	0.153087804	-0.123898089	0.380423885	0.242118577	0.357051541	-0.029125634	0.302911385	0.060711107	0.3112687	0.045267059	0.048676417	-0.201734734	-0.329776829	-0.46799174	0.190591606	0.099728651	-0.132340111	-0.177233824	0.299714572	0.123494775	-0.06853358	-0.310900785	0.232736595	0.454077773	0.129648905	0.089462508	0.102788933	0.217742011	0.10213212	0.099656421	0.134981359	0.120784093	0.158738069	0.25729551	-0.014173663	-0.217166551	0.245190834	-0.384347146
Bysl	0.510005575	0.084674687	0.20345741	0.363239812	0.262347361	0.154490908	-0.611256543	0.506287279	0.379077912	0.133005372	0.467439732	0.547470484	0.180968323	0.29643446	0.439300615	0.204076944	0.37121761	0.219644968	-0.014639899	-0.047237063	0.422688737	0.325943296	-0.127272617	0.463534127	0.789539902	0.13717025	0.05268846	-0.010594759	0.078432276	0.331615894	0.455020824	0.153632723	-0.099396374	0.265374714	0.162070175	0.138731717	0.154769574	-0.107609308	0.559517411	0.380950061	0.193307418	0.424642451	0.27443439	0.240088169	0.455887604	-0.399853975	0.331586209	0.130254988	-0.015904397	0.345939642	-0.114095384	0.369739879	0.989495291	0.092360803	0.061450318	0.336822739	0.350636943	0.665645837	0.899038494	0.271641064	-0.07254011	-0.241274437	0.084327039	0.044770604	0.4486661	0.109335991	0.207959241	-0.164040853	0.084729894	-0.048090577	-0.496620187	0.276838028	0.045902587	0.252391731	1.518640249	0.508046146	0.277018379	0.422259493	0.166873264	0.21720811	0.358668292	0.071706932	0.142044882	0.337291439	0.431274385	0.115309469	0.090302715
Pi4k2a	0.22367159	0.18153365	-0.45515284	0.08244862	-0.2780458	0.05932275	-0.32723711	0.42753888	0.04072767	0.24441401	-0.52715367	0.39262769	-0.27572515	0.59199723	0.08275758	0.12147306	0.33093203	-0.52245063	0.41303163	-0.23715297	0.5095457	-0.16425985	-0.10741255	0.41836812	-0.19006786	0.08021648	-0.39237113	0.36771115	-0.00022683	0.13747064	-0.03059377	0.39711129	0.14236671	0.03918963	-0.04402846	0.33864052	-0.20302281	0.55644576	-0.18717089	0.54909372	-0.3067456	0.58868687	-0.30777402	-0.42483092	-0.09164257	0.22734764	-0.0083673	0.18869332	-0.27466319	0.11904415	-0.21394762	0.31976827	0.00567182	0.31303174	0.06895341	0.360310476	-0.043016314	0.101727336	-0.086140054	0.399145566	0.537178626	-0.694182184	-0.203876914	0.295642866	0.116745226	0.697747116	0.358116976	0.111337836	0.070145216	0.366373636	-0.334398264	0.356761996	0.213946106	-0.340614494	0.135234896	-0.484431134	0.313468246	-0.415639704	0.167658306	-0.216884934	0.330683866	-0.378695804	-0.051822854	-0.250376484	0.123888086	0.224836916	0.267585776
Cd70	3.132072066	3.622661298	3.858904375	2.282743747	2.690335889	1.691535184	2.170289193	3.842329744	3.000312797	2.533633897	2.384977572	4.13903933	2.656911484	2.599542214	2.040856629	3.345755659	1.845865644	1.86209284	3.615152804	2.977203797	3.032271915	2.539749868	3.484456204	2.988636728	0.832109897	3.419301402	3.202204503	3.11728235	3.419125367	3.621509577	3.631415369	4.26706622	3.913485736	3.621460891	2.997079096	3.561468896	2.612206934	3.038137811	3.009842566	2.678983774	1.844430267	3.281730451	2.052049541	2.543823114	2.509619588	3.337236079	3.459530631	2.624510027	2.562876487	2.952330411	3.247424034	2.993327432	2.78808676	3.348153538	3.044514652	3.909340758	3.503341923	2.464399272	2.511683961	3.057485586	3.383725973	2.397173043	2.158808318	2.703364996	2.093238428	3.383764225	3.337107444	4.159087017	3.345919339	3.104383192	2.391290386	3.001340851	3.208950959	2.446074434	4.078566043	2.285442846	2.301350071	2.932164028	2.163918844	3.246843715	3.253315909	2.589288311	2.334985557	2.151755911	2.218320602	2.422132902	2.768735481
Acss1	-1.749131886	-1.767224224	-1.618090136	-1.002153434	-1.518093005	-1.552264272	-1.587626796	-1.571729832	-1.18723723	-0.339356291	-0.856332063	-1.768624433	-0.543338055	-0.238125572	-1.299864979	-0.593998552	-3.034706866	-1.803272827	-0.514617527	-0.041590499	-0.534313626	-1.119891797	-0.905054423	-0.345782312	-1.478452879	-0.399623767	-0.997636078	-0.382563537	-1.187878195	-1.381111123	-1.353305938	-1.019020879	-0.165528839	-0.191003581	-0.36322159	-0.932316677	-1.001511708	-0.922691592	-1.079639443	-0.726540725	-1.794619749	-1.810753994	-1.830427156	-1.241221839	-1.328383705	-0.28414983	-0.928259975	-0.752575279	-0.586375657	-0.921264973	-1.048283711	-1.251995034	-0.96410421	-1.436307399	-0.999080738	-1.485175553	-1.670978614	-1.562208285	-1.112360075	-1.038148722	-1.681006395	-0.405645723	-0.656612386	-1.08014838	-1.179476682	-1.15095459	-2.023302527	-1.094176865	-1.483514683	-0.075551101	0.253998454	-1.167713755	-1.146288913	-1.381971843	-1.524680386	-0.147258515	-0.485431019	-0.809288866	-0.797071202	-0.63264093	-0.416925109	0.091167704	-0.550652514	-1.665513063	-2.124512329	0.314989676	-1.013990566
Tjp1	-0.842457246	-0.695730954	-0.900302419	-0.083826374	-0.976939667	0.308734078	-0.156477459	0.587276492	1.180429527	-1.349397234	-1.291132817	0.037442944	0.03034844	-0.244922734	-0.149036154	-0.285174851	-1.449744366	-2.205355516	-0.630300623	-1.369165157	-0.240622361	-0.784014885	-0.782974471	-1.042390168	-1.098486559	-0.299700324	0.105731457	0.703409687	-0.08252156	-0.223569846	-0.700720264	0.140457335	-0.326750966	0.838329913	1.00601222	-0.701153059	0.799990489	1.085870422	-0.101665749	0.30863199	0.126022459	0.262221582	0.065236184	-0.004398018	0.494568073	-0.296122472	-0.292072151	-1.013309954	-0.659375695	0.867942382	0.546286172	0.057757775	-0.249559505	-0.529532602	-0.990047505	0.056754349	-0.260048201	-0.424414726	0.042641248	-1.171242249	-1.856814545	-0.48430062	-0.444166221	-0.227752896	-0.70730864	0.193791523	0.036499778	-0.379208517	-0.528038201	-0.535529406	-1.43223256	-0.718489422	-0.668314477	-0.957114833	0.205503986	-0.067183196	0.409593067	0.346694788	0.428771483	-0.56297009	-0.461249986	-0.658853607	-0.836340839	0.495762406	0.056417934	1.005680161	0.180140906
Lamc1	-0.007479286	0.197137986	0.120449733	0.043712634	-0.218591014	0.202188749	-0.114243388	0.280524495	0.045785018	0.352568339	-0.32508015	-0.178875703	-0.448530018	-0.325170301	-0.23060851	0.57265793	0.33422174	-0.058348928	0.426156187	0.050250783	-0.148140301	-0.466525751	0.00248153	-0.108743114	-0.452372447	-0.058671313	-0.216828096	0.182909719	0.301151768	0.001732921	-0.182605085	0.159316362	-0.082112055	-0.49117877	-0.587512294	-0.314089131	0.364137765	0.018487493	-0.290912421	0.290151099	0.383378553	0.093631487	-0.330568223	-0.282263986	-0.107248534	0.818244553	0.236346551	-0.04337957	0.269034629	-0.442397256	-0.257634504	-0.088325376	0.323427534	-0.053376376	-0.00932513	0.049965792	-0.177552715	-0.312831725	-0.220085629	-0.054097922	-0.008238447	0.148107842	-0.041575752	0.415699636	-0.021312038	0.106372284	-0.123423407	-0.021400766	0.010563813	0.523026048	0.480374001	-0.31805446	-0.325022476	0.117026288	0.186458188	-0.169348817	-0.050126794	-0.433771072	-0.179023205	0.111876876	0.19123325	-0.208430868	-0.250583284	-0.327224509	-0.270501251	-0.047299244	-0.229838044
Itga6	-1.133010169	-1.563762921	-1.806165863	-2.162583806	-1.759915933	-1.145369946	-1.73532185	-1.289649671	-0.886287803	-1.083382332	-1.717450241	-1.423375264	-1.769600708	-0.606409303	-0.808960713	-1.111538154	-2.529396614	-1.931910778	-1.238709597	-1.231661634	-1.101639592	-1.340934843	-1.238335323	-0.494304836	-0.730992161	-1.610203356	-1.53339458	-1.09972065	-1.255435719	-1.416158071	-1.321264566	-0.563246882	-0.824201026	-0.726974062	-1.297973704	-1.567971141	-1.039873733	-0.943876922	-0.913684904	-0.822118385	-0.766776113	-1.429182953	-1.419728592	-1.692829612	-1.43794363	-0.721979194	-1.245732857	-1.041192352	-0.174037084	-1.728661032	-1.419349864	-1.088314743	-1.457722179	-1.469406415	-1.327587211	-1.156885292	-2.155234172	-1.446453807	-1.802381135	-1.241180438	-1.150492979	-1.712400868	-1.635225088	-1.014814257	-1.156392465	-0.712932181	-0.843960612	-0.871407918	-0.889706383	-0.834224873	-1.37292283	-1.19284259	-1.165587524	-1.51625654	-1.584226094	-1.067936819	-0.892393553	-1.746432243	-1.64658466	-1.588208472	-0.858572224	-1.315523052	-1.016595424	-1.150627974	-1.436368346	-1.094505262	-0.558466776
Relb	0.99970051	0.5282858	1.20174758	0.07037407	0.84260971	0.20768957	0.79159878	0.59614262	0.60143393	0.50187392	1.17411085	0.81573063	1.14746563	0.4563353	0.41428836	0.47760132	0.45080818	0.72327556	0.83359821	1.06283061	0.55683838	1.11036723	1.25804932	0.55646759	0.46953217	0.77073565	0.38120052	0.71232522	1.26190168	0.76991685	1.52063626	0.6414163	1.15855703	1.05351834	1.99397379	0.36698958	0.60215322	0.55007304	0.68510319	0.20768787	0.22048714	0.54341272	0.39878776	0.18519912	0.12343818	0.30834634	0.55258653	0.613878888	1.007364828	0.563174418	0.833383108	0.618446758	0.712465948	0.582621778	0.751642938	0.643081885	0.972390955	0.932086205	0.771952605	0.549916345	1.256916985	0.403618855	0.449952755	0.742559695	0.984509845	0.310001355	0.624870515	1.027503915	1.504610805	0.464539845	0.852127175	0.935420685	1.314842575	0.894960335	0.892333555	-0.127174415	0.059637965	1.101138615	0.542586385	1.155181355	0.980288665	0.883169455	0.336534975	0.826169015	0.463388855	-0.254639605	0.122678755
Cct8	0.26136687	0.0792143	0.33903884	0.36604266	0.40627255	0.24531172	0.29151211	0.08053655	0.22826032	0.07492381	0.11911316	0.10535105	0.1441211	0.0443764	0.36849834	0.19174651	0.29410235	0.3785474	-0.01825864	0.42331247	0.19090707	0.41048239	0.44857232	0.12826429	0.43154765	0.29104448	0.32846307	0.15969251	0.10872046	0.1803868	0.35482162	0.11172131	-0.13980954	0.16049016	0.19164276	0.14893124	0.28589774	0.06890894	0.32945929	0.09253846	0.20830661	0.03531598	0.32715913	0.28065717	0.31595586	-0.32476726	0.23395067	0.05063567	0.11801232	0.24993122	0.24534637	0.14060139	0.30503962	0.19325566	0.28312793	0.164205201	0.142438991	0.198741561	0.444270371	0.256535141	0.057444281	0.332475651	0.260149021	0.009053991	0.149358441	0.044199181	0.117944191	0.074923521	0.331200441	-0.050376329	0.085405241	0.187625521	0.202738081	0.193210681	0.582210691	0.356428891	-0.025034369	0.349143941	0.179847271	0.405546131	0.190544521	0.236389241	0.244106671	0.159722431	0.106282271	0.071250131	0.110677961
Ly96	0.645468523	0.704281677	0.78878232	0.359191709	0.613653197	0.64602491	0.772532872	0.74529849	0.83500418	0.391684467	0.632613173	0.307421471	0.488374597	0.584087309	0.748927387	0.71137488	0.82963718	0.57518537	0.472061092	0.972415689	0.697745914	1.240136289	1.100702427	0.536246221	0.766145734	0.825135666	1.044607082	0.46747954	0.512477579	0.50495948	0.855125306	0.758513921	0.6890147	0.74672724	0.67598506	0.555599022	0.288198303	0.649606031	0.874313193	0.458848535	0.553770372	0.798852632	0.673295498	0.888456212	0.828988355	0.857459259	0.89942267	0.778003624	0.503640383	0.784056577	0.839157468	0.409821785	0.219621736	1.067025119	0.944389492	0.682999353	0.477330806	0.404608096	0.585266681	1.062140066	1.114631445	1.968600326	1.311783636	0.373645128	0.32945838	0.715227852	0.478502135	0.592803213	0.800714027	0.747299164	1.27735748	0.711087765	0.587179198	0.581441179	0.118607672	0.656749481	0.179797456	0.571915638	0.527122291	1.082182129	0.49765259	0.832736193	1.081403383	0.679129166	0.463470734	0.166286223	0.400894643
Hhex	-1.50203203	-1.358057336	-1.391376433	-1.477524404	-1.495259866	-1.385141276	-1.275333732	-1.375864665	-1.355212027	-1.288276168	-1.07143954	-1.422584953	-1.480912637	-1.298078808	-1.24001843	-1.282054541	-1.235808906	-1.506692331	-1.509638087	-1.466436623	-1.736568522	-1.651711297	-2.176015746	-1.487579571	-1.77216055	-1.420080248	-1.34953713	-1.187160485	-1.473603775	-1.453549256	-1.211150766	-1.243736746	-1.449798435	-1.439535842	-1.304791223	-1.420421868	-1.159197784	-1.402947465	-1.282229596	-1.218991083	-0.964443865	-1.909453076	-1.930777685	-1.089815546	-1.11268947	-1.619484802	-1.431672713	-1.513488917	-1.760993971	-1.509203562	-1.274512449	-1.193645273	-1.03570092	-1.445397788	-1.491092025	-1.309415753	-1.246456502	-1.197734986	-1.292704204	-1.672699357	-1.835139397	-1.522133047	-1.932897301	-0.832337199	-0.994546309	-1.072701191	-1.106835229	-1.252220459	-1.326757863	-1.321688314	-1.446736569	-1.697155281	-1.420348844	-1.443079363	-1.449867549	-1.219496799	-1.044670557	-1.468754129	-1.334256818	-1.83421482	-1.774515801	-2.13909235	-1.806830321	-1.302722538	-1.090969487	-1.233098263	-1.385253667
Mcm2	-1.896154854	-1.632268211	-2.06625594	-1.711264161	-1.787888016	-1.912808388	-2.447827249	-2.247434723	-2.029096992	-1.95922072	-1.988480823	-2.45188278	-2.173755866	-1.80232951	-1.545926303	-2.024542936	-1.498017475	-1.612753158	-2.009754865	-2.331227869	-1.666709976	-1.809361027	-2.297371843	-1.899301764	-1.816718466	-1.782064427	-1.603200665	-2.186432283	-1.786128553	-1.875937538	-1.342293353	-2.287636321	-2.166823359	-2.512031547	-2.337046044	-1.918352191	-1.661106374	-2.323668094	-2.364538011	-1.678483871	-1.662447348	-2.225625275	-1.914766604	-1.047999772	-1.514392595	-2.855474327	-2.265622572	-2.027259187	-1.827437256	-2.087285573	-2.414541897	-1.878142249	-2.077877261	-1.37130019	-1.797838019	-2.170358022	-2.015899598	-1.612702519	-1.616398799	-2.387282649	-2.27840397	-1.554949292	-1.906571985	-1.595591469	-1.28490951	-1.821538966	-1.668493408	-1.525599379	-1.757578971	-2.159598459	-1.985835059	-1.912632824	-1.768214798	-2.127616685	-1.600368681	-2.259547646	-2.126930198	-1.907025806	-1.819494784	-1.959333152	-2.024310987	-2.65038207	-2.105675384	-1.751513213	-1.692966168	-1.620685798	-1.818306491
Myc	-1.12635611	-1.32276935	-1.05201234	-1.00126877	-1.22346973	-0.99946183	-1.6136303	-1.021463674	-1.268231974	-0.88477046	-1.68715208	-1.220528869	-1.75141359	-0.40707081	-0.64907468	-1.056613467	-2.276455132	-2.046721064	-1.25648048	-1.09194794	-1.00027362	-1.46690421	-1.58708435	-0.45216577	-1.158008277	-0.87414395	-1.3857457	-0.66165845	-1.1130683	-1.3072387	-1.821714667	-0.94548319	-1.93329006	-0.58271367	-1.6658911	-0.86941797	-0.68267741	-1.07953202	-1.318545965	-1.059373996	-1.07553568	-0.90130407	-1.40990991	-0.83833854	-0.75037848	-1.825648483	-1.252710724	-1.10481324	-1.336405403	-1.68926256	-1.82666792	-1.04718365	0.311476302	-1.15815329	-1.53842318	-1.605070758	-1.750107749	-0.776223906	-0.400348527	-1.422861756	-1.85097128	-1.173044022	-1.200116592	-0.987390396	-0.971222596	-0.720340126	-1.003408636	-1.316576556	-1.419105716	-0.948470236	-1.011974966	-1.333511776	-1.732721293	-1.338554646	0.632178099	-1.272917582	-1.068929686	-1.638692506	-1.357038826	-1.412693357	-0.917433346	-1.396245216	-0.896464586	-1.042011176	-0.888073656	-0.779387256	-1.024322036
Ddx39	0.04340255	-0.19274513	0.20240342	0.1964752	0.29979913	-0.15792485	-0.09101127	-0.05074856	0.1213815	-0.1159221	0.22450709	-0.10309401	0.18057754	-0.10230863	0.20565226	-0.10382598	-0.09964028	0.25762825	-0.14802267	0.27723492	-0.13974699	0.19575108	0.11312559	-0.01672707	0.19643967	-0.10211102	0.17897061	-0.15386364	-0.04447196	-0.09585314	0.28371182	-0.10029909	-0.11563512	-0.00891198	0.13547384	-0.08042666	-0.19256774	-0.24920849	0.21765563	-0.2369532	0.21532587	-0.2922025	0.26165837	0.01691937	-0.0995061	-0.57575431	-0.02037461	-0.138894023	-0.309022993	0.037970997	0.142308637	0.047980007	0.175592567	-0.065980153	0.051879507	-0.008100792	0.062570688	-0.019705522	0.074470928	0.058030668	-0.117873492	-0.044756282	-0.154062222	-0.063920932	0.088657668	-0.034199072	-0.034781952	-0.070311562	0.149406598	-0.244412092	-0.065785972	-0.089443232	-0.099839342	-0.147762322	0.498892678	0.011175828	-0.173591062	0.184730668	-0.052394692	0.160368448	0.012468248	-0.050986672	0.027648938	-0.095415092	-0.045294432	-0.123381232	0.025416818
