data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_i	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD8_i	BXD6_i	BXD6_ii	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_ii	BXD13_i	BXD13_ii	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
Magohb	0.798832687	0.574581196	0.582459162	1.043901707	0.615128766	0.523822205	0.383291424	0.777606337	1.016006841	0.467649069	0.530215376	1.012161578	0.523376246	0.455311635	0.33335269	0.814135841	2.103361861	2.247581953	0.512690771	0.402247929	0.514739751	0.497299036	0.140033467	1.094327209	1.327165426	0.47721577	0.652032108	-0.139265349	0.438516096	0.951195104	0.936629925	0.364672492	0.154433708	-0.059656182	-0.69711301	0.659735859	0.570488487	0.736301752	0.867227624	0.500031039	0.23954939	0.567614942	0.68718008	0.573244368	0.601065944	-0.448125565	0.802373578	-0.004337465	0.164472771	0.69481148	0.928960398	0.601636982	1.211012774	0.424304892	0.750128638	0.791436811	0.775428946	0.781212922	1.26458582	0.73461467	0.631323947	0.233501692	0.457466099	0.087226869	0.419102707	0.379459765	0.606686383	0.14227626	0.516528193	0.06640007	0.016736836	0.217650268	0.810503925	0.479046504	1.50298875	0.838970603	0.444500294	0.901396216	0.590084854	0.435845159	0.535699352	0.093681878	0.406685157	1.070808874	0.878756463	0.196887673	0.450334923
Spry1	-0.413719837	0.24133779	-0.216251661	-0.753936994	0.321399249	-0.713419064	1.561647696	0.779063079	1.984414103	0.621690074	0.264683338	2.110607899	2.555125701	-0.146977684	-0.7996829	0.800685886	1.60987049	2.143774895	0.959914659	0.752825367	0.795075782	0.75755502	1.325900012	-0.345782312	0.439933355	1.645630011	1.615340799	1.076868082	1.316409605	0.286731649	0.575610964	0.744278863	0.884916583	-0.583105358	-0.521919335	0.618763844	1.077389121	0.374783459	0.657326151	0.018579001	0.062775855	0.328582687	0.208046992	-0.809726354	-0.303714186	-0.63861189	-0.824469687	0.137169937	0.039002572	0.158271346	-0.227859717	0.390590944	1.59661907	1.12495035	1.130960274	1.939067737	1.31909139	1.674197412	1.857987416	-0.170370506	-0.872543197	0.721543137	0.694339348	0.791865862	0.252576735	0.161733864	0.161260979	0.314996233	0.616094403	0.306286622	-1.203725992	0.518000784	0.082133817	0.603848689	1.810638786	1.807764542	0.112321563	1.551815795	1.131319986	0.309315224	-0.000252854	1.244631711	0.612254087	1.066131788	0.455573404	-0.281444573	-1.091354923
U90926	4.717034567	5.082640044	4.396240357	2.777549562	1.998877819	2.366308129	5.055026646	5.761105948	5.677335851	3.844082496	3.060542621	8.101983636	6.238278802	0.782632988	3.154513411	4.587282248	5.452329213	4.226237055	4.422020412	5.303260185	4.441438828	3.412906849	2.795385295	0.806220781	2.346823951	5.880698009	6.640282556	3.491905581	3.521993738	5.587901184	6.289856482	5.037294266	6.456312004	4.018239003	2.384523844	5.922759423	2.548346992	4.000140548	5.412213653	2.681544014	2.690807078	2.573342921	3.754535345	4.410374255	5.332404551	3.210614861	3.972543291	1.293100304	1.140417691	5.567931711	4.162750948	6.274353846	6.66002497	3.563023945	4.36033877	4.720527866	3.849040243	2.17906305	5.109026166	4.500088619	3.062813077	5.209440435	4.796514713	3.868361511	2.574979937	5.153038385	5.075306748	5.393029447	5.324396879	2.821678284	4.592599487	3.436582013	2.919852702	3.765580898	8.293042898	5.205571258	4.514368102	4.557223305	6.347474356	4.18498206	3.816831185	3.955144086	4.049093535	2.158323065	1.040804691	4.295873937	0.754610234
Rbm43	-1.653563886	-1.394154927	-1.720180723	-1.749663792	-1.735868413	-1.281901632	-1.440447722	-1.459574673	-1.783347564	-1.050810301	-1.402527575	-1.139837825	-1.632138445	-1.84580815	-1.349618016	-1.169769839	-1.011778892	-1.813892518	-1.405435717	-1.567793055	-1.453032509	-1.865310272	-1.892670699	-1.687187781	-1.71972331	-1.726395156	-1.868690867	-0.880063196	-1.387924216	-1.311376227	-1.526907201	-0.97329638	-1.245769524	-1.719781368	-2.141544968	-1.146081332	-1.845127827	-1.157096531	-1.419149295	-1.229646719	-0.954097964	-1.809696688	-1.851665951	-1.106091213	-1.339202036	-1.878511029	-1.952360549	-1.8963227	-2.340850608	-0.949042569	-1.625764442	-1.053017345	-1.513388	-1.044670928	-1.521334654	-0.965538037	-1.159889526	-2.03140599	-1.66762232	-1.202330346	-1.112874413	-2.571852686	-2.131047999	-1.277572311	-1.604022897	-1.533120028	-1.593581223	-1.398568224	-1.412125884	-1.897518718	-2.517435811	-1.728200673	-1.621203866	-1.488038052	-0.971797962	-1.136577054	-1.174963729	-1.580962886	-1.528702076	-2.228662493	-1.308587304	-2.197021973	-1.769089439	-1.219237177	-1.064979792	-1.694704769	-0.993950532
Ly6i	0.714566312	0.761627444	-0.022727706	0.400785601	1.288384436	0.15542825	1.083695989	0.85410167	1.436353066	0.211538575	1.446587917	0.694204585	1.043287496	-0.294408048	-0.200581548	-0.343917931	2.031997415	1.898770777	-0.13310686	1.170354373	0.64848662	0.918559641	0.064992355	-0.661284138	0.542323026	0.743211012	0.604884795	0.669958463	0.604786147	0.092400311	1.43629387	0.656032031	1.025606037	0.496125293	0.18533592	0.065773733	0.613744716	0.012828471	1.144834906	-0.06560296	1.09908721	-0.711476115	0.195702576	-0.258510729	0.328389474	-0.307233443	0.201752819	-0.284271675	-0.400467571	1.566899684	1.014888505	0.862951381	-0.045192042	0.475362318	0.616024116	0.179400144	0.172773721	-0.626151903	0.449698589	0.07046053	-0.2929908	-1.02306942	-1.1376655	0.627194646	0.65838971	0.391362233	0.067531302	1.014228738	0.730697457	0.499575282	-0.962338262	0.604353147	0.005237957	4.78321372	0.66682296	3.158393422	-0.720049096	2.919033183	0.425140661	0.425929632	-0.254101123	0.980321309	0.233985698	1.095340856	0.808374255	-1.302285134	-0.750144925
Csf1	1.322744905	1.247366613	0.995859554	0.625014172	1.153259762	-0.30781818	0.33866678	0.91281511	1.8152045	-0.06784753	0.754933101	1.0692565	1.525865375	0.39040538	0.598301772	0.61608666	1.00120702	0.287356345	0.49639904	0.62108467	1.444281573	1.241778896	0.831544959	0.13893921	1.30046927	0.572874964	0.52866639	0.58054045	0.75573911	0.62697075	2.005316684	0.71974841	1.355613299	2.020522441	2.577437967	1.428674663	0.53954109	0.79494235	1.594781061	0.68330448	0.798610365	1.39141539	1.435476379	0.02275742	0.51066473	0.75574989	0.98865941	0.932528167	-0.133192933	1.732852955	1.307256942	1.020942757	0.075003947	1.394379537	1.050754317	1.533606185	1.30292033	0.735986001	0.379178421	1.56083403	1.656649077	1.534012191	1.305211441	0.636005234	0.705583709	0.457504231	0.87346031	1.579185511	1.315608988	1.060887141	1.125433622	0.647633782	0.851979181	0.856258483	0.465165941	-0.096095069	0.543700011	1.347968348	0.926921192	1.291010033	1.091169891	0.343854181	1.364253541	0.636058348	0.813318387	0.390187181	0.657335651
Gpr109a	0.91620018	1.56438692	1.75826351	1.2760433	1.47307501	0.20073626	0.60057531	0.93217244	0.91229564	0.66488247	0.89686328	1.21032677	1.08730299	0.85708968	1.524086879	0.33937078	0.94797639	0.98443003	0.94887096	1.29228785	1.19917247	1.44372742	0.67509106	0.56607159	1.512436075	1.22026401	2.241703495	0.90827582	1.19525907	1.21152531	1.49703342	0.42844073	0.17178484	0.83976766	0.99682955	1.27174801	1.92622876	0.61405508	1.08211794	0.63755601	1.488848253	0.39919664	1.42169375	1.43493314	1.756362585	0.24347949	0.08581972	0.783496457	-0.229872023	0.875082137	1.487214817	0.995818397	2.015815251	0.934267707	1.511650047	0.962639018	1.420996958	1.148287408	1.975232906	0.762691128	0.819084298	1.728190415	1.172191228	0.564144118	0.683107578	0.861850128	0.897646388	0.817434628	1.008885788	0.179419468	1.174806118	0.992513798	1.329461698	0.549700028	2.168259606	1.43123322	0.758829828	0.715823398	1.163711808	1.142313118	1.024747348	0.770408608	1.271730938	0.852209828	0.792957928	1.169756068	1.201215274
Tlr4	-1.15686293	-1.21403659	-0.78421459	-0.94084824	-1.06921969	-0.54349407	-0.98138352	-1.16257488	-1.48429498	-0.94186574	-1.50952215	-1.54764407	-1.14482495	-0.45660294	-0.67516659	-1.33480931	-0.97208326	-1.11894068	-0.7663085	-0.70443738	-0.67055107	-0.73623254	-1.30472619	-1.12862603	-1.42841599	-0.75611263	-0.91863403	-0.75438025	-1.24372632	-0.75562635	-1.38632099	-0.88579325	-1.36055521	-1.06311026	-1.49000233	-0.63569769	-0.50751673	-1.01101777	-1.90003316	-0.67433978	-0.76568086	-1.28912626	-1.2194485	-0.61917498	-0.78529881	-1.26907779	-1.63204281	-0.420789734	-1.182556034	-1.268658094	-1.355451054	-0.879151204	-1.449646134	-0.900253494	-0.713332634	-1.195633432	-1.489403922	-1.227498102	-1.369093052	-0.935104172	-1.357909942	-0.889683392	-1.167988972	-0.446577762	-0.750304832	-1.201732732	-1.343632782	-0.953751172	-0.744684732	-0.914000372	-0.585270392	-0.652275652	-1.044147712	-0.880356142	-1.032085062	-1.099377572	-0.813871682	-0.973250002	-0.835695012	-1.017723602	-0.784377812	-0.740173612	-0.771669462	-1.797716402	-1.220496362	-0.713204122	-0.626740652
Stk25	0.629858458	0.714153835	0.538973627	0.510382149	0.347136631	0.440843537	-0.507498465	0.626008027	0.312290923	0.539348626	0.274850987	0.218569235	-0.237973837	0.416158454	0.177613094	0.485212813	0.176145525	-0.044917421	0.512352732	0.124054775	0.302319873	0.058391459	-0.314532398	0.368871266	0.03507201	0.58398931	0.088473403	0.480050995	0.076138646	0.212465478	0.354559649	0.592433149	0.324071726	0.362806544	0.180306822	0.552706505	-0.36689132	0.558861649	0.026251726	0.431183439	-0.043731779	0.345390975	0.00957696	0.49692052	0.415657759	0.332170157	0.263687697	0.625456953	-0.671566473	0.351156823	-0.073775641	0.852806526	0.246791638	0.82881696	-0.100208622	0.51046699	0.267988157	0.447427743	0.212656482	0.444427859	0.42075909	0.801487081	0.618605216	0.228446355	-0.066058926	0.406754075	0.285091566	0.289059038	0.249381791	0.523863356	1.048039571	0.323030833	0.047125722	-0.321315108	-0.215667968	-0.235947334	1.357390743	-0.326486992	0.232133634	0.155145232	0.229070331	0.081530636	0.232052372	-0.201054714	0.139675982	0.501770746	0.457816761
Zbp1	0.464647405	1.252478347	0.558705754	0.324376935	0.763927365	-1.635453864	1.249820191	0.707016645	1.243998428	-1.797717908	0.695112887	-1.020751935	-0.843423676	-1.894954059	-0.574378883	-0.747446244	0.268514866	0.473609061	-1.10635856	0.29098484	-0.008087048	0.984584472	-0.38111236	-1.414169287	1.852991891	1.038248412	1.233030078	0.316818875	-0.775882417	-0.782322467	1.018086533	-0.415707901	-0.906386782	1.683393194	0.775458479	1.556570096	-0.636557007	-0.053854342	1.09770303	-0.634990822	0.040993433	-1.136003797	1.90266543	1.128492416	0.67453449	-1.142036064	0.230177708	-0.487124306	-3.531518771	1.227522118	0.282507875	0.599850396	-0.698346877	1.868178977	0.97785362	0.666459009	0.457400726	-1.282995816	0.294781704	0.619137801	0.217592577	0.454352341	-0.58815043	-0.477581078	-0.286396971	-0.136759995	-0.123724036	-0.203459566	0.261369361	-0.379397578	-0.026509412	-0.180224509	0.049695665	0.130186916	-1.281280761	0.18102882	-1.106206206	0.966683559	-0.051272824	0.570031153	-1.031901706	-0.098747336	0.938521025	0.534282472	0.010626662	-0.517407511	-1.218331467
Ahr	0.431428735	0.37486146	0.466859436	0.300060904	0.536287316	0.21809666	0.05154395	0.39129812	0.800354263	0.31729876	0.604129199	0.226855877	0.171936833	0.30119427	0.069624515	0.654607629	-0.872399329	-0.865052055	0.09113145	-0.20690525	-0.14538401	-0.45948196	-0.913777187	0.8938796	0.862297586	0.13810513	0.16680799	0.10661543	0.190819125	0.179464097	0.653496474	0.47959472	0.638354061	1.183702857	1.327626996	-0.084363002	0.303342878	0.20564446	0.945895652	-0.05724951	0.286657891	0.658334999	1.045910565	-0.285555295	-0.224762845	-0.0118803	0.852222778	0.263683489	0.409315878	0.248582729	0.475398579	-0.019191921	0.934615951	-0.132424251	-0.169172641	0.814164506	0.662713228	0.784027108	0.950568376	-0.2707778	-0.319772703	1.026172757	0.286860897	0.48456867	0.579562016	0.046420197	0.282723518	0.367370977	0.411849327	0.214642907	0.448417567	-0.239058303	0.135889357	-0.031698283	1.14056011	0.284721232	-0.105687503	-0.070429106	0.246653904	0.182347237	0.224672427	-0.450637073	-0.158658713	0.086414851	-0.145379464	0.055946447	0.298397993
Dhrs3	-0.78688339	-0.47333354	-0.73158134	-0.46586705	-1.06902925	-0.44503615	-0.53051374	-0.62111365	-1.10304529	0.06460509	-0.38195105	-1.67064334	-1.59897722	0.22430961	0.00591692	-0.86473364	-1.43567467	-1.89722864	-0.84673201	-0.82986956	-0.95322169	-1.03472716	-0.42472978	-0.35506424	-0.31077826	0.27500728	0.11438309	-0.69485447	-0.97116664	-0.78981845	-1.2352357	0.14909169	-0.75731906	-0.77542101	-1.58302197	-0.61140945	-0.57817717	-1.248616572	-1.36998809	-0.16324923	-0.36239754	-0.52448638	-0.78445366	-0.23185765	-0.12972726	-0.35006766	-0.8593223	-0.127091986	-0.239611116	-1.050693976	-1.349723656	-0.733761606	-1.723441006	-0.099148156	-0.079554586	-1.326216525	-1.396637845	-1.304639665	-1.618072645	-0.618026865	-0.407864905	-0.947274105	-0.526049335	-0.766107805	-0.898833895	0.267787565	-0.087540045	-0.694796395	-0.623958525	-0.435513045	-0.330858185	-0.559202255	-0.776685505	-0.543590295	-1.616469475	-0.452310875	0.217643205	-1.226898455	-0.949240785	-1.051483065	-0.989155345	0.008796305	-0.076493195	-0.351364065	-0.548505645	-0.092955065	0.062680345
Prmt3	-0.223949227	-0.450075652	-0.372679098	-0.467120076	-0.296027102	-0.765736255	-0.739272119	-0.713281356	-0.192247819	-0.62623744	-0.67561767	-0.80924444	-0.678508296	-0.343446761	-0.155392155	-0.53352054	-0.582529544	-0.27820174	-0.967750326	-0.768220358	-0.645166542	-0.377697404	-0.355453865	-0.204279631	-0.278692648	-0.540665573	-0.449166723	-0.643187736	-0.879368824	-0.695162788	-0.16135463	-0.596848879	-0.759652577	-0.396296078	-0.283372502	-0.526113068	-0.239014928	-0.897503255	-0.23210691	-0.476154685	-0.076633475	-0.473477936	-0.460818316	-0.060401118	-0.490611966	-0.889252294	-0.677558218	-0.35398117	-0.683941528	-0.595142051	-0.757131963	-0.396447844	-0.145825436	-0.396410352	-0.665238914	-0.482043129	-0.484745635	-0.253108464	-0.076975191	-0.51851064	-0.857477777	0.043440997	-0.428599577	-0.474772217	-0.26027291	-0.425799186	-0.53115841	-0.55925811	-0.654800635	-0.748347487	-0.2941752	-0.509473956	-0.614558771	-0.635824779	0.004439079	-0.387577937	-0.737632991	-0.461923967	-0.770067085	-0.257515897	-0.758788009	-0.713135053	-0.429024995	-0.385346315	-0.269507711	-0.77669297	-0.673946606
Rrp15	0.569829641	0.686948706	0.817362619	0.442380391	1.028598517	-0.112979227	0.065494462	0.113602738	0.742123543	-0.17626615	0.566682156	0.295443417	0.233109379	-0.140344592	0.618460511	0.195157815	0.401132748	0.824986507	-0.184051115	0.183231892	0.205222148	0.881314638	0.210422794	0.305906303	1.020740227	0.468260197	0.473735154	0.180793243	0.100307863	0.196949304	0.744656542	0.063836053	0.002437545	0.614493395	0.668172895	0.513038312	0.375669471	-0.263016032	0.663324892	-0.089343967	0.673733565	0.043972747	0.869143033	0.660352508	0.610479933	-0.84741726	-0.102329244	0.107288004	-0.379599725	0.493288019	0.40641617	0.266807402	0.979112837	0.39616659	0.340410405	0.252228696	0.65040289	0.544025593	1.278594075	0.106560423	0.115194698	0.881814124	0.31748049	0.14578552	0.63141434	-0.026639043	0.00627241	0.287816606	0.592963039	-0.199721533	0.539733624	0.147769917	0.67426921	0.596253698	1.255072853	0.589970295	-0.031513334	0.623174025	-0.079434616	0.5729572	-0.064113817	-0.171483657	0.383225728	0.193092882	0.305389048	-0.168418673	0.009920148
Med21	0.44958149	0.881133124	0.744145952	0.45510551	0.35280861	0.60245637	1.19180228	0.94275542	1.10970481	0.8663441	0.83747536	0.40401079	0.23154272	0.2760674	0.20525678	0.96554736	0.38822564	0.34600522	0.53959273	1.21888739	0.33602028	0.52155217	0.2622307	0.6237348	0.66959302	0.4517775	0.83427099	0.69487589	0.7232248	0.15417622	0.65238253	0.86713561	0.812426	1.08367721	0.92446426	0.38825409	0.04600808	0.21232197	0.52665157	0.17400929	0.12159864	0.05174248	0.03744249	0.962152857	0.76264071	-0.15580393	0.53090561	0.281444622	-0.608411058	1.111602572	1.352343382	0.633251662	1.148511132	0.250977992	0.111987762	0.243289923	0.244688953	0.702266193	0.976830093	0.622239433	0.796361473	1.046558679	0.308422403	0.473522383	0.573360153	0.082439693	0.031226383	0.619684423	0.945680443	0.403287503	1.372169678	0.300069563	0.637578843	-0.087733537	0.307758668	0.606675053	0.536392193	1.191791643	1.060264533	1.037912423	0.614096493	0.635299673	0.905520993	0.043935013	0.018198553	-0.019843077	0.437904843
Trim34	0.943768535	0.578372777	-0.099009029	0.082228815	-0.350170212	0.648310038	0.625968677	0.52611749	0.862947337	0.059126959	-0.424615823	0.087963165	-0.378008995	-0.697992853	-0.974769606	0.335563155	0.534298061	-0.733969355	0.100092317	-0.291628557	0.096968164	-0.390479171	-0.353478091	0.913410028	0.663797164	0.776854831	0.59119165	0.076868082	0.554415215	-0.203512193	0.365671604	0.268683045	0.39783354	1.262873075	0.405863316	0.939126214	-0.497706351	1.048395717	0.704631866	0.213095523	-1.083633222	0.107024917	0.905157208	0.232791405	0.724177736	0.809200646	1.070527846	-0.536501479	-0.689184091	1.167233826	0.663047971	0.486791872	-0.528451884	1.071015361	0.166197131	0.808348482	0.818775729	-0.671436623	0.062139915	0.472566682	0.678453466	-0.480798399	-0.117987583	0.090524426	0.135188344	1.138141773	0.939218189	0.885786766	0.426261027	-0.098242473	-0.85199223	-0.284469047	0.163573154	-0.174110447	-0.52318059	0.149204526	0.009166618	0.288804034	0.063948839	-0.050748249	0.008317284	0.049768646	0.418645025	0.637826844	0.492304103	-0.044003075	0.032211492
Cd93	-1.85221557	-1.83911924	-1.40999757	-1.23508907	-1.61607839	-1.29068717	-1.83349502	-2.026014752	-2.514602836	-1.01616483	-1.64700586	-1.46324265	-1.54094949	-1.476559352	-1.717611767	-1.795109397	-1.20411683	-1.88934172	-1.59274854	-1.34266234	-1.60799088	-1.62119937	-1.969503134	-1.94177585	-2.314196631	-1.45271371	-1.70578679	-1.4463302	-1.52385602	-1.54277599	-1.71179154	-1.47669925	-1.81528591	-2.09670699	-1.85984237	-1.41080412	-0.64856284	-1.797254998	-2.08341748	-1.761697341	-1.572578817	-2.019596298	-1.95581118	-1.539362201	-1.62709932	-1.550828515	-1.659429934	-1.681413335	-1.374121888	-2.197528918	-1.913451658	-1.634214528	-1.390724688	-1.582887974	-1.352204098	-1.755245264	-1.548160844	-1.746076734	-1.624272924	-1.820756827	-1.644916599	-1.591608646	-1.338794183	-0.983309694	-1.078224434	-1.554460614	-1.462669384	-1.492490354	-1.105886984	-1.844172254	-1.311650414	-1.863970994	-1.817536564	-1.603243584	-2.059363894	-2.086358285	-1.613472422	-1.734505144	-1.631233974	-1.775262254	-1.251887814	-1.569001074	-1.307197275	-1.916156874	-1.891510891	-2.241298388	-1.41154844
Baz2a	0.587044365	0.911189186	0.714840686	0.522038206	0.328306843	0.523101641	0.332906135	0.16366542	0.416036498	0.624581914	0.142511465	0.10733333	-0.071357392	0.842322424	0.25867801	0.4101935	0.533524135	0.12613351	0.19508883	0.29336918	0.464802821	0.507053289	0.47909431	0.3190335	0.28638265	0.536249813	0.724215515	0.630951266	0.29865186	0.28922037	0.416132751	0.457995889	0.367820775	0.33605867	0.20330094	0.510583451	0.968178456	0.735927946	0.264838268	0.41208334	0.23979028	0.31302687	0.216851356	0.476469049	0.444009343	0.661560014	0.47544126	0.523782718	0.550056182	0.191854464	0.407236241	0.489338169	0.362118855	0.444834602	0.321214855	0.344998668	0.219173405	0.464665062	0.360266655	0.349381759	0.299239548	1.520580106	0.987906721	0.687358787	0.272004975	0.137383089	0.412458349	0.747789643	0.51256818	0.562269723	1.219544032	0.078999192	0.30079192	0.628851679	-0.110005331	0.302070773	0.306904277	-0.068264893	0.235048523	0.516737923	0.402998259	0.202892975	0.288360149	0.276307529	0.095850909	0.375252395	0.64018404
Cxcl9	2.464647405	2.24133779	3.206762559	1.791355361	0.532903355	-0.172850683	2.180557528	3.721577585	3.168994632	1.074202278	2.8381502	3.26112291	1.832409062	-1.539295107	2.417547817	3.103248655	3.658780091	1.056312054	0.100092317	2.630834843	1.341903154	1.73679646	1.795385295	0.490718956	2.335935636	1.57691726	1.721419318	1.661830583	2.106956239	2.080941195	2.916154737	0.862923359	3.88622278	1.704578524	1.742977815	2.814234966	1.749259686	4.725280706	2.242288652	1.318973935	1.105844577	3.251414826	1.548084468	2.288383731	0.777815699	2.050834417	3.004964768	0.6374776	0.380306521	2.232911705	2.784729307	2.659417213	2.956520338	3.19017096	0.859145897	2.67782741	2.31211526	0.481866239	1.748366518	4.137886805	4.811642576	1.102909639	0.594253812	0.825777632	2.668457607	0.777303415	1.911599087	2.239414255	2.488263877	1.511614094	1.884016535	1.568740151	2.628040216	1.836338492	1.631896307	1.091855542	0.497662854	2.22744297	2.461129908	2.982721158	0.717663777	1.14173116	1.576708803	1.548193737	1.581047568	1.763747122	0.848087905
Adcy6	0.25496341	-0.30951873	0.03702343	-1.01526159	-0.302302	0.22157903	0.031242806	0.36327954	0.12125684	0.573807555	0.123044037	0.94566224	0.112903372	0.6133519	0.07270975	0.473713393	-0.840833618	-1.212709383	0.546380746	0.09486937	0.49662102	0.26011369	0.64675806	0.59367031	-0.17125733	-0.0162219	-0.14420799	0.310103945	0.86949808	0.718371116	0.488181209	0.68220849	0.67933508	1.493213127	1.528592047	-0.09136878	0.71472819	0.379955573	0.231086305	0.38397564	-0.06060144	0.28892701	-0.44974116	-0.5065428	-0.4513782	0.336588901	0.161319888	0.097856371	1.698520966	0.106921805	0.135995724	0.095258391	-0.298450899	0.284678191	0.087572891	0.075115561	0.171087917	0.135323989	-0.165551122	-0.088728668	1.401875074	-0.312542578	-0.057216588	0.885056299	0.073949735	0.967889877	0.499566534	0.668555212	0.552424068	0.468201762	-0.259065888	0.575750862	0.451156445	0.438070549	0.851092779	-0.270856468	-0.151967198	0.148977696	-0.529466341	0.364258722	0.327903022	0.158615002	-0.238269698	0.683660493	0.05665908	-0.482684388	0.178413482
